ID_Pivot,Deleted,Post_Deletion_ID,Retailer_promotion_number_1,Salitix_client_number,Salitix_customer_number,Retailer_promotion_number_2,Retailer_promotion_description,Promo_period,Promo_funding_type,Instore_Start_Date,Instore_End_Date,Buy_In_Start_Date,Buy_In_End_Date,Outer_Case_Code,Retailer_Product_Number,Retailer_Product_Number_2,Retailer_Product_Description,Retailer_Product_Unit_Size,Retailer_Case_Size,Retailer_product_vat_rate,Feature_space_fee,Positioning_fee,Standard_Selling_Price,Promotional_Selling_Price,Standard_Case_Cost,Promotional_Case_Cost,Standard_margin_perc,Promo_margin_perc,Promo_Retro_Funding_Case,Promo_Retro_Start_Date,Promo_Retro_End_Date,Retailer_Promo_Funding_Perc,Supplier_Promo_Funding_Perc,Trigger_Unit_Qty,Trigger_Funding_Amount,Epos_Funding_Amount,Standard_Volume_Forecast,Promo_Volume_Forecast,Retail_Promo_Comments,Data_Source
121,,,107,,SAI01,,C18 - Bombay Bramble 70cl,,E,01/03/2021,14/03/2021,01/03/2021,14/03/2021,,8012350,,,,6,20.0,0,0,,,80.28,80.28,,,,01/03/2021,14/03/2021,,,1,0,0.480000,,,Core Only,PRF-2021-01-352791.pdf
122,,,108,,SAI01,,C17 - Bombay Sapphire 1L,,E,10/02/2021,02/03/2021,10/02/2021,02/03/2021,,3355909,,,,6,20.0,0,0,,,100.9,100.9,,,,10/02/2021,02/03/2021,,,1,0,0.530000,,,Core Only,PRF-2021-01-352792.pdf
123,,,109,,SAI01,,C17 - Bacardi Spiced 1L,,E,10/02/2021,02/03/2021,10/02/2021,02/03/2021,,7966994,,,,6,20.0,0,0,,,78.0,78.0,,,,10/02/2021,02/03/2021,,,1,0,0.160000,,,Core Only,PRF-2021-01-352820.pdf
124,,,110,,SAI01,,C18 - Bacardi Spiced 70cl,,E,03/03/2021,23/03/2021,03/03/2021,23/03/2021,,7967008,,,,6,20.0,0,0,,,63.4,63.4,,,,03/03/2021,23/03/2021,,,1,0,0.580000,,,Core Only,PRF-2021-01-352823.pdf
125,,,111,,SAI01,,C18 - Bacardi Coconut 70cl,,E,03/03/2021,23/03/2021,03/03/2021,23/03/2021,,7988439,,,,6,20.0,0,0,,,62.43,62.43,,,,03/03/2021,23/03/2021,,,1,0,0.540000,,,Core Only,PRF-2021-01-352825.pdf
126,,,112,,SAI01,,C18 - Bacardi Carta Blanca 70cl,,E,03/03/2021,23/03/2021,03/03/2021,23/03/2021,,2377216,,,,6,20.0,0,0,,,68.85,68.85,,,,03/03/2021,23/03/2021,,,1,0,0.500000,,,Core Only,PRF-2021-01-352827.pdf
127,,,113,,SAI01,,C17 - Martini Vermouth 75cl -,,E,10/02/2021,02/03/2021,10/02/2021,02/03/2021,,7974553,,,,6,20.0,0,0,,,35.8,35.8,,,,10/02/2021,02/03/2021,,,1,0,0.810000,,,Core Only,PRF-2021-01-352829.pdf
128,,,113,,SAI01,,C17 - Martini Vermouth 75cl -,,E,10/02/2021,02/03/2021,10/02/2021,02/03/2021,,7974560,,,,6,20.0,0,0,,,35.8,35.8,,,,10/02/2021,02/03/2021,,,1,0,0.810000,,,Core Only,PRF-2021-01-352829.pdf
129,,,113,,SAI01,,C17 - Martini Vermouth 75cl -,,E,10/02/2021,02/03/2021,10/02/2021,02/03/2021,,7974548,,,,6,20.0,0,0,,,35.8,35.8,,,,10/02/2021,02/03/2021,,,1,0,0.810000,,,Core Only,PRF-2021-01-352829.pdf
130,,,114,,SAI01,,C18 - Martini Fiero 75cl,,E,03/03/2021,23/03/2021,03/03/2021,23/03/2021,,7965705,,,,6,20.0,0,0,,,45.0,45.0,,,,03/03/2021,23/03/2021,,,1,0,1.000000,,,Core Only,PRF-2021-01-352830.pdf
131,,,115,,SAI01,,C17 - Bacardi Carta Blanca 1L,,E,10/02/2021,02/03/2021,10/02/2021,02/03/2021,,2397870,,,,6,20.0,0,0,,,87.67,87.67,,,,10/02/2021,02/03/2021,,,1,0,0.720000,,,Core Only,PRF-2021-01-352870.pdf
132,,,116,,SAI01,,C1 - Martini Vermouth 75cl,,E,24/03/2021,13/04/2021,24/03/2021,13/04/2021,,7974553,,,,6,20.0,0,0,,,35.8,35.8,,,,24/03/2021,13/04/2021,,,1,0,0.810000,,,Core Only,PRF-2021-02-354897.pdf
133,,,116,,SAI01,,C1 - Martini Vermouth 75cl,,E,24/03/2021,13/04/2021,24/03/2021,13/04/2021,,7974560,,,,6,20.0,0,0,,,35.8,35.8,,,,24/03/2021,13/04/2021,,,1,0,0.810000,,,Core Only,PRF-2021-02-354897.pdf
134,,,116,,SAI01,,C1 - Martini Vermouth 75cl,,E,24/03/2021,13/04/2021,24/03/2021,13/04/2021,,7974548,,,,6,20.0,0,0,,,35.8,35.8,,,,24/03/2021,13/04/2021,,,1,0,0.810000,,,Core Only,PRF-2021-02-354897.pdf
135,,,117,,SAI01,,C1 - Bacardi Carta Blanca 1L,,E,24/03/2021,13/04/2021,24/03/2021,13/04/2021,,2397870,,,,6,20.0,0,0,,,87.67,87.67,,,,24/03/2021,13/04/2021,,,1,0,0.720000,,,Core Only,PRF-2021-02-354901.pdf
136,,,118,,SAI01,,C1 - Bacardi Spiced 1L,,E,24/03/2021,13/04/2021,24/03/2021,13/04/2021,,7966994,,,,6,20.0,0,0,,,78.0,78.0,,,,24/03/2021,13/04/2021,,,1,0,0.160000,,,Core Only,PRF-2021-02-354904.pdf
137,,,119,,SAI01,,C1 - Bombay Sapphire 1L,,E,24/03/2021,13/04/2021,24/03/2021,13/04/2021,,3355909,,,,6,20.0,0,0,,,100.9,100.9,,,,24/03/2021,13/04/2021,,,1,0,0.380000,,,Core Only,PRF-2021-02-354905.pdf
138,,,120,,SAI01,,C1 - Benedictine 50cl,,E,24/03/2021,13/04/2021,24/03/2021,13/04/2021,,3167168,,,,6,20.0,0,0,,,75.51,75.51,,,,24/03/2021,13/04/2021,,,1,0,0.320000,,,Core Only,PRF-2021-02-354915.pdf
139,,,121,,SAI01,,C1 - Bombay Sapphire 35cl,,E,24/03/2021,13/04/2021,24/03/2021,13/04/2021,,7988453,,,,6,20.0,0,0,,,46.0,46.0,,,,24/03/2021,13/04/2021,,,1,0,0.580000,,,Core Only,PRF-2021-02-354971.pdf
140,,,122,,SAI01,,Cycle 2 - Bombay Sapphire 70cl,,E,14/04/2021,04/05/2021,14/04/2021,04/05/2021,,2623733,,,,6,20.0,0,0,,,81.22,81.22,,,,14/04/2021,04/05/2021,,,1,0,0.180000,,,Core Only,PRF-2021-03-358698.pdf
141,,,122,,SAI01,,Cycle 2 - Bombay Sapphire 70cl,,E,14/04/2021,04/05/2021,14/04/2021,04/05/2021,,2623733,,,,6,20.0,0,0,,,81.22,81.22,,,,14/04/2021,04/05/2021,,,1,0,0.180000,,,Convenience Only,PRF-2021-03-358699.pdf
142,,,123,,SAI01,,Cycle 2 - Bombay Bramble 70cl,,E,14/04/2021,04/05/2021,14/04/2021,04/05/2021,,8012350,,,,6,20.0,0,0,,,80.28,80.28,,,,14/04/2021,04/05/2021,,,1,0,0.480000,,,Core Only,PRF-2021-03-358700.pdf
143,,,124,,SAI01,,Cycle 2 - Bacardi 70cl,,E,14/04/2021,04/05/2021,14/04/2021,04/05/2021,,2377216,,,,6,20.0,0,0,,,68.85,68.85,,,,14/04/2021,04/05/2021,,,1,0,0.500000,,,Core Only,PRF-2021-03-358701.pdf
144,,,125,,SAI01,,Cycle 2 - Bacardi 70cl,,E,14/04/2021,04/05/2021,14/04/2021,04/05/2021,,7967008,,,,6,20.0,0,0,,,63.4,63.4,,,,14/04/2021,04/05/2021,,,1,0,0.580000,,,Core Only,PRF-2021-03-358701.pdf
145,,,126,,SAI01,,Cycle 2 - Bacardi 70cl,,E,14/04/2021,04/05/2021,14/04/2021,04/05/2021,,7988439,,,,6,20.0,0,0,,,62.43,62.43,,,,14/04/2021,04/05/2021,,,1,0,0.540000,,,Core Only,PRF-2021-03-358701.pdf
146,,,127,,SAI01,,Cycle 2 - Martini Vibrante 75cl,,E,14/04/2021,04/05/2021,14/04/2021,04/05/2021,,8021833,,,,6,20.0,0,0,,,32.0,32.0,,,,14/04/2021,04/05/2021,,,1,0,1.220000,,,Core Only,PRF-2021-03-358703.pdf
147,,,128,,SAI01,,Cycle 3 - Bombay Sapphire 1L,,E,05/05/2021,25/05/2021,05/05/2021,25/05/2021,,3355909,,,,6,20.0,0,0,,,100.9,100.9,,,,05/05/2021,25/05/2021,,,1,0,0.250000,,,Core Only,PRF-2021-04-361250.pdf
148,,,129,,SAI01,,C3 - Martini Fiero 75cl,,E,05/05/2021,25/05/2021,05/05/2021,25/05/2021,,7965705,,,,6,20.0,0,0,,,45.0,45.0,,,,05/05/2021,25/05/2021,,,1,0,1.000000,,,Core Only,PRF-2021-04-362184.pdf
149,,,130,,SAI01,,C3 - Martini Vermouth 75cl -,,E,05/05/2021,25/05/2021,05/05/2021,25/05/2021,,7974553,,,,6,20.0,0,0,,,35.8,35.8,,,,05/05/2021,25/05/2021,,,1,0,0.810000,,,Core Only,PRF-2021-04-362193.pdf
150,,,130,,SAI01,,C3 - Martini Vermouth 75cl -,,E,05/05/2021,25/05/2021,05/05/2021,25/05/2021,,7974560,,,,6,20.0,0,0,,,35.8,35.8,,,,05/05/2021,25/05/2021,,,1,0,0.810000,,,Core Only,PRF-2021-04-362193.pdf
151,,,130,,SAI01,,C3 - Martini Vermouth 75cl -,,E,05/05/2021,25/05/2021,05/05/2021,25/05/2021,,7974548,,,,6,20.0,0,0,,,35.8,35.8,,,,05/05/2021,25/05/2021,,,1,0,0.810000,,,Core Only,PRF-2021-04-362193.pdf
152,,,131,,SAI01,,C4 - Bombay Sapphire 70cl,,E,26/05/2021,15/06/2021,26/05/2021,15/06/2021,,2623733,,,,6,20.0,0,0,,,81.22,81.22,,,,26/05/2021,15/06/2021,,,1,0,0.180000,,,Convenience Only,PRF-2021-04-362667.pdf
153,,,131,,SAI01,,C4 - Bombay Sapphire 70cl,,E,26/05/2021,15/06/2021,26/05/2021,15/06/2021,,2623733,,,,6,20.0,0,0,,,81.22,81.22,,,,26/05/2021,15/06/2021,,,1,0,0.180000,,,Core Only,PRF-2021-04-362668.pdf
154,,,132,,SAI01,,C4 - Bacardi Carta Blanca 1L,,E,26/05/2021,15/06/2021,26/05/2021,15/06/2021,,2397870,,,,6,20.0,0,0,,,87.67,87.67,,,,26/05/2021,15/06/2021,,,1,0,0.720000,,,Core Only,PRF-2021-04-362670.pdf
155,,,133,,SAI01,,C4 - Bacardi Spiced 1L,,E,26/05/2021,15/06/2021,26/05/2021,15/06/2021,,7966994,,,,6,20.0,0,0,,,78.0,78.0,,,,26/05/2021,15/06/2021,,,1,0,0.160000,,,Core Only,PRF-2021-04-362672.pdf
156,,,134,,SAI01,,C4 - Bombay Bramble 70cl,,E,26/05/2021,15/06/2021,26/05/2021,15/06/2021,,8012350,,,,6,20.0,0,0,,,80.28,80.28,,,,26/05/2021,15/06/2021,,,1,0,0.480000,,,Core Only,PRF-2021-04-362675.pdf
157,,,135,,SAI01,,C4 - Martini Vibrante 75cl,,E,26/05/2021,15/06/2021,26/05/2021,15/06/2021,,8021833,,,,6,20.0,0,0,,,32.0,32.0,,,,26/05/2021,15/06/2021,,,1,0,1.220000,,,Core Only,PRF-2021-04-362677.pdf
158,,,136,,SAI01,,C7 - Bombay Sapphire and Tonic,,,28/07/2021,10/08/2021,28/07/2021,10/08/2021,,8020833,,,,12,20.0,10800.0,0,,,14.04,,,,,28/07/2021,10/08/2021,,,1,0,0,,,Convenience Only,PRF-2021-04-363367.pdf
159,,,137,,SAI01,,C5 - Bacardi Carta Blanca 70cl,,E,16/06/2021,06/07/2021,16/06/2021,06/07/2021,,2377216,,,,,,0,0,,,,,,,,16/06/2021,06/07/2021,,,1,0,0.800000,,,All Core and Convenience Stores,PRF-2021-05-366257.pdf
160,,,138,,SAI01,,C5 - Bacardi Spiced 70cl,,E,16/06/2021,06/07/2021,16/06/2021,06/07/2021,,7967008,,,,,,0,0,,,,,,,,16/06/2021,06/07/2021,,,1,0,0.790000,,,All Core and Convenience Stores,PRF-2021-05-366258.pdf
161,,,139,,SAI01,,C5 - Bombay Sapphire 1L,,E,16/06/2021,06/07/2021,16/06/2021,06/07/2021,,3355909,,,,,,0,0,,,,,,,,16/06/2021,06/07/2021,,,1,0,0.380000,,,Core Only,PRF-2021-05-366259.pdf
162,,,140,,SAI01,,Gin Party - Bombay Sapphire 70cl,,E,07/07/2021,27/07/2021,07/07/2021,27/07/2021,,2623733,,,,,,0,0,,,,,,,,07/07/2021,27/07/2021,,,1,0,0.360000,,,Core Only,PRF-2021-05-366260.pdf
163,,,141,,SAI01,,C5 - Bombay Sapphire 35cl,,E,16/06/2021,06/07/2021,16/06/2021,06/07/2021,,7988453,,,,,,0,0,,,,,,,,16/06/2021,06/07/2021,,,1,0,0.580000,,,Core Only,PRF-2021-05-366261.pdf
164,,,142,,SAI01,,C6 - Bacardi Carta Blanca 1L,,E,07/07/2021,27/07/2021,07/07/2021,27/07/2021,,2397870,,,,,,0,0,,,,,,,,07/07/2021,27/07/2021,,,1,0,0.720000,,,Core Only,PRF-2021-06-368020.pdf
165,,,140,,SAI01,,C6 - Bombay Sapphire 70cl,,E,07/07/2021,27/07/2021,07/07/2021,27/07/2021,,2623733,,,,,,0,0,,,,,,,,07/07/2021,27/07/2021,,,1,0,0.360000,,,Convenience Only,PRF-2021-06-368024.pdf
166,,,143,,SAI01,,C6 - Martini Vermouth 75cl -,,E,07/07/2021,20/07/2021,07/07/2021,20/07/2021,,7974553,,,,,,0,0,,,,,,,,07/07/2021,20/07/2021,,,1,0,0.810000,,,Core Only,PRF-2021-06-368025.pdf
167,,,143,,SAI01,,C6 - Martini Vermouth 75cl -,,E,07/07/2021,20/07/2021,07/07/2021,20/07/2021,,7974560,,,,,,0,0,,,,,,,,07/07/2021,20/07/2021,,,1,0,0.810000,,,Core Only,PRF-2021-06-368025.pdf
168,,,143,,SAI01,,C6 - Martini Vermouth 75cl -,,E,07/07/2021,20/07/2021,07/07/2021,20/07/2021,,7974548,,,,,,0,0,,,,,,,,07/07/2021,20/07/2021,,,1,0,0.810000,,,Core Only,PRF-2021-06-368025.pdf
169,,,144,,SAI01,,C6 - Martini Vibrante 75cl,,E,07/07/2021,27/07/2021,07/07/2021,27/07/2021,,8021833,,,,,,0,0,,,,,,,,07/07/2021,27/07/2021,,,1,0,1.220000,,,Core Only,PRF-2021-06-368026.pdf
170,,,145,,SAI01,,C6 - Bacardi Spiced 1L,,E,07/07/2021,27/07/2021,07/07/2021,27/07/2021,,7966994,,,,,,0,0,,,,,,,,07/07/2021,27/07/2021,,,1,0,0.160000,,,Core Only,PRF-2021-06-368035.pdf
171,,,146,,SAI01,,C6 - Bombay Bramble 70cl,,E,07/07/2021,27/07/2021,07/07/2021,27/07/2021,,8012350,,,,,,0,0,,,,,,,,07/07/2021,27/07/2021,,,1,0,0.480000,,,Core Only,PRF-2021-06-368041.pdf
172,,,147,,SAI01,,C7 - Bacardi Carta Blanca 70cl,,E,28/07/2021,10/08/2021,28/07/2021,10/08/2021,,2377216,,,,,,0,0,,,,,,,,28/07/2021,10/08/2021,,,1,0,0.800000,,,All Core and Convenience Stores,PRF-2021-07-370841.pdf
173,,,148,,SAI01,,C7 - Bacardi Spiced 70cl,,E,28/07/2021,10/08/2021,28/07/2021,10/08/2021,,7967008,,,,,,0,0,,,,,,,,28/07/2021,10/08/2021,,,1,0,0.790000,,,All Core and Convenience Stores,PRF-2021-07-370843.pdf
174,,,149,,SAI01,,C7 - Patron XO 35cl,,E,28/07/2021,10/08/2021,28/07/2021,10/08/2021,,7623801,,,,,,0,0,,,,,,,,28/07/2021,10/08/2021,,,1,0,0.100000,,,Core Only,PRF-2021-07-370844.pdf
175,,,150,,SAI01,,C8 - Bacardi Spiced 1L,,E,11/08/2021,31/08/2021,11/08/2021,31/08/2021,,7966994,,,,,,0,0,,,,,,,,11/08/2021,31/08/2021,,,1,0,0.160000,,,Core Only,PRF-2021-07-370860.pdf
176,,,151,,SAI01,,C8 - Bacardi Carta Blanca 1L,,E,11/08/2021,31/08/2021,11/08/2021,31/08/2021,,2397870,,,,,,0,0,,,,,,,,11/08/2021,31/08/2021,,,1,0,0.720000,,,Core Only,PRF-2021-07-370861.pdf
177,,,152,,SAI01,,C11 - Bacardi Carta Blanca 70cl,,E,13/10/2021,02/11/2021,13/10/2021,02/11/2021,,2377216,,,,,,0,0,,,,,,,,13/10/2021,02/11/2021,,,1,0,0.800000,,,All Core and Convenience Stores,PRF-2021-07-372380.pdf
178,,,153,,SAI01,,C9 - Bacardi Spiced 70cl,,E,01/09/2021,21/09/2021,01/09/2021,21/09/2021,,7967008,,,,,,0,0,,,,,,,,01/09/2021,21/09/2021,,,1,0,0.790000,,,Core Only,PRF-2021-08-374951.pdf
179,,,154,,SAI01,,C9 - Bacardi Carta Blanca 70cl,,E,01/09/2021,21/09/2021,01/09/2021,21/09/2021,,2377216,,,,,,0,0,,,,,,,,01/09/2021,21/09/2021,,,1,0,0.800000,,,All Core and Convenience Stores,PRF-2021-08-374956.pdf
180,,,155,,SAI01,,C9 - Bombay Bramble 70cl,,E,01/09/2021,21/09/2021,01/09/2021,21/09/2021,,8012350,,,,,,0,0,,,,,,,,01/09/2021,21/09/2021,,,1,0,0.480000,,,Core Only,PRF-2021-08-374957.pdf
181,,,156,,SAI01,,C9 - Bombay Sapphire 1L,,E,01/09/2021,21/09/2021,01/09/2021,21/09/2021,,3355909,,,,,,0,0,,,,,,,,01/09/2021,21/09/2021,,,1,0,0.250000,,,Core Only,PRF-2021-08-374959.pdf
182,,,157,,SAI01,,C9 - Martini Vibrante 75cl,,E,01/09/2021,21/09/2021,01/09/2021,21/09/2021,,8021833,,,,,,0,0,,,,,,,,01/09/2021,21/09/2021,,,1,0,1.220000,,,Core Only,PRF-2021-08-374961.pdf
183,,,158,,SAI01,,C9 - Patron XO 35cl,,E,01/09/2021,21/09/2021,01/09/2021,21/09/2021,,7623801,,,,,,0,0,,,,,,,,01/09/2021,21/09/2021,,,1,0,0.100000,,,Core Only,PRF-2021-08-374964.pdf
184,,,159,,SAI01,,C10 - Bacardi Spiced 1L,,E,22/09/2021,12/10/2021,22/09/2021,12/10/2021,,7966994,,,,,,0,0,,,,,,,,22/09/2021,12/10/2021,,,1,0,0.160000,,,Core Only,PRF-2021-09-377697.pdf
185,,,160,,SAI01,,C10 - Bombay Sapphire 70cl,,E,22/09/2021,12/10/2021,22/09/2021,12/10/2021,,2623733,,,,,,0,0,,,,,,,,22/09/2021,12/10/2021,,,1,0,0.360000,,,Core Only,PRF-2021-09-377699.pdf
186,,,161,,SAI01,,C10 - Bombay Sapphire 35cl,,E,22/09/2021,12/10/2021,22/09/2021,12/10/2021,,7988453,,,,,,0,0,,,,,,,,22/09/2021,12/10/2021,,,1,0,0.580000,,,Core Only,PRF-2021-09-377700.pdf
187,,,162,,SAI01,,C10 - Martini Vermouth 75cl -,,E,22/09/2021,12/10/2021,22/09/2021,12/10/2021,,7974553,,,,,,0,0,,,,,,,,22/09/2021,12/10/2021,,,1,0,0.810000,,,Core Only,PRF-2021-09-377701.pdf
188,,,162,,SAI01,,C10 - Martini Vermouth 75cl -,,E,22/09/2021,12/10/2021,22/09/2021,12/10/2021,,7974560,,,,,,0,0,,,,,,,,22/09/2021,12/10/2021,,,1,0,0.810000,,,Core Only,PRF-2021-09-377701.pdf
189,,,162,,SAI01,,C10 - Martini Vermouth 75cl -,,E,22/09/2021,12/10/2021,22/09/2021,12/10/2021,,7974548,,,,,,0,0,,,,,,,,22/09/2021,12/10/2021,,,1,0,0.810000,,,Core Only,PRF-2021-09-377701.pdf
190,,,163,,SAI01,,C11 - Bombay Sapphire 1L,,E,13/10/2021,02/11/2021,13/10/2021,02/11/2021,,3355909,,,,,,0,0,,,,,,,,13/10/2021,02/11/2021,,,1,0,0.460000,,,Core Only,PRF-2021-09-377703.pdf
191,,,164,,SAI01,,C11 - Martini Vibrante 75cl,,E,13/10/2021,02/11/2021,13/10/2021,02/11/2021,,8021833,,,,,,0,0,,,,,,,,13/10/2021,02/11/2021,,,1,0,1.220000,,,Core Only,PRF-2021-09-377705.pdf
192,,,160,,SAI01,,C10 - Bombay Sapphire 70cl,,E,22/09/2021,12/10/2021,22/09/2021,12/10/2021,,2623733,,,,,,0,0,,,,,,,,22/09/2021,12/10/2021,,,1,0,0.360000,,,Convenience Only,PRF-2021-09-377893.pdf
193,,,165,,SAI01,,C12 - Bacardi Spiced 1L,,E,03/11/2021,23/11/2021,03/11/2021,23/11/2021,,7966994,,,,,,0,0,,,,,,,,03/11/2021,23/11/2021,,,1,0,0.160000,,,Core Only,PRF-2021-09-380723.pdf
194,,,166,,SAI01,,C12 - Bacardi Carta Blanca 1L,,E,03/11/2021,23/11/2021,03/11/2021,23/11/2021,,2397870,,,,,,0,0,,,,,,,,03/11/2021,23/11/2021,,,1,0,0.720000,,,Core Only,PRF-2021-09-380725.pdf
195,,,167,,SAI01,,C12 - Bombay Bramble 70cl,,E,03/11/2021,23/11/2021,03/11/2021,23/11/2021,,8012350,,,,,,0,0,,,,,,,,03/11/2021,23/11/2021,,,1,0,0.480000,,,Core Only,PRF-2021-09-380732.pdf
196,,,168,,SAI01,,C12 - Bombay Sapphire 70cl,,E,03/11/2021,23/11/2021,03/11/2021,23/11/2021,,2623733,,,,,,0,0,,,,,,,,03/11/2021,23/11/2021,,,1,0,0.180000,,,Core Only,PRF-2021-09-380733.pdf
197,,,168,,SAI01,,C12 - Bombay Sapphire 70cl,,E,03/11/2021,23/11/2021,03/11/2021,23/11/2021,,2623733,,,,,,0,0,,,,,,,,03/11/2021,23/11/2021,,,1,0,0.180000,,,Convenience Only,PRF-2021-09-380735.pdf
198,,,169,,SAI01,,C11 - Bombay Sapphire 1L,,E,13/10/2021,02/11/2021,13/10/2021,02/11/2021,,3355909,,,,,,0,0,,,,,,,,13/10/2021,02/11/2021,,,1,0,0.530000,,,Core Only,PRF-2021-09-380771.pdf
199,,,170,,SAI01,,C13 - Bombay Sapphire 1L,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,3355909,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.530000,,,Core Only,PRF-2021-09-380795.pdf
200,,,171,,SAI01,,C14 - Bacardi Carta Blanca 1L,,E,15/12/2021,04/01/2022,15/12/2021,04/01/2022,,2397870,,,,,,0,0,,,,,,,,15/12/2021,04/01/2022,,,1,0,0.720000,,,Core Only,PRF-2021-09-380799.pdf
201,,,172,,SAI01,,C13 - Bombay Sapphire Sunset,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,8086590,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.500000,,,Core Only,PRF-2021-09-380803.pdf
202,,,173,,SAI01,,C13 - Grey Goose 70cl,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,4182931,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.710000,,,Core Only,PRF-2021-09-380809.pdf
203,,,173,,SAI01,,C13 - Grey Goose 70cl,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,4182931,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.710000,,,Convenience Only,PRF-2021-09-380812.pdf
204,,,174,,SAI01,,C13 - Martini Vermouth 75cl -,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,7974553,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.810000,,,Core Only,PRF-2021-09-380815.pdf
205,,,174,,SAI01,,C13 - Martini Vermouth 75cl -,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,7974560,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.810000,,,Core Only,PRF-2021-09-380815.pdf
206,,,174,,SAI01,,C13 - Martini Vermouth 75cl -,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,7974548,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.810000,,,Core Only,PRF-2021-09-380815.pdf
207,,,175,,SAI01,,C13 - Benedictine 50cl,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,3167168,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.250000,,,Core Only,PRF-2021-09-380818.pdf
208,,,172,,SAI01,,C13 - Bacardi Carta Blanca 70cl,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,2377216,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.500000,,,Core Only,PRF-2021-09-380823.pdf
209,,,176,,SAI01,,C14 - Bombay Sapphire 70cl,,E,15/12/2021,01/01/2022,15/12/2021,01/01/2022,,2623733,,,,,,0,0,,,,,,,,15/12/2021,01/01/2022,,,1,0,0.360000,,,Core Only,PRF-2021-09-380834.pdf
210,,,176,,SAI01,,C14 - Bombay Sapphire 70cl,,E,15/12/2021,01/01/2022,15/12/2021,01/01/2022,,2623733,,,,,,0,0,,,,,,,,15/12/2021,01/01/2022,,,1,0,0.360000,,,Convenience Only,PRF-2021-09-380835.pdf
211,,,177,,SAI01,,C14 - Bombay Bramble 70cl,,E,15/12/2021,01/01/2022,15/12/2021,01/01/2022,,8012350,,,,,,0,0,,,,,,,,15/12/2021,01/01/2022,,,1,0,0.480000,,,Core Only,PRF-2021-09-380836.pdf
212,,,178,,SAI01,,C14 - Bacardi Spiced 1L,,E,15/12/2021,04/01/2022,15/12/2021,04/01/2022,,7966994,,,,,,0,0,,,,,,,,15/12/2021,04/01/2022,,,1,0,0.160000,,,Core Only,PRF-2021-09-380837.pdf
213,,,179,,SAI01,,C14 - Grey Goose 70cl,,E,15/12/2021,01/01/2022,15/12/2021,01/01/2022,,4182931,,,,,,0,0,,,,,,,,15/12/2021,01/01/2022,,,1,0,0.710000,,,Core Only,PRF-2021-09-380839.pdf
214,,,180,,SAI01,,C14 - Martini Vermouth 75cl -,,E,15/12/2021,04/01/2022,15/12/2021,04/01/2022,,7974553,,,,,,0,0,,,,,,,,15/12/2021,04/01/2022,,,1,0,0.810000,,,Core Only,PRF-2021-09-380840.pdf
215,,,180,,SAI01,,C14 - Martini Vermouth 75cl -,,E,15/12/2021,04/01/2022,15/12/2021,04/01/2022,,7974560,,,,,,0,0,,,,,,,,15/12/2021,04/01/2022,,,1,0,0.810000,,,Core Only,PRF-2021-09-380840.pdf
216,,,180,,SAI01,,C14 - Martini Vermouth 75cl -,,E,15/12/2021,04/01/2022,15/12/2021,04/01/2022,,7974548,,,,,,0,0,,,,,,,,15/12/2021,04/01/2022,,,1,0,0.810000,,,Core Only,PRF-2021-09-380840.pdf
217,,,181,,SAI01,,C14 - Martini Vibrante 75cl,,E,15/12/2021,01/01/2022,15/12/2021,01/01/2022,,8021833,,,,,,0,0,,,,,,,,15/12/2021,01/01/2022,,,1,0,1.220000,,,Core Only,PRF-2021-09-380841.pdf
218,,,182,,SAI01,,C14 - Benedictine 50cl,,E,15/12/2021,04/01/2022,15/12/2021,04/01/2022,,3167168,,,,,,0,0,,,,,,,,15/12/2021,04/01/2022,,,1,0,0.250000,,,Core Only,PRF-2021-09-380842.pdf
219,,,172,,SAI01,,C13 - Bacardi Carta Blanca 70cl,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,2377216,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.500000,,,Convenience Only,PRF-2021-09-380863.pdf
220,,,183,,SAI01,,C13 - Bacardi Carta Blanca 1L,,E,24/11/2021,14/12/2021,24/11/2021,14/12/2021,,2397870,,,,,,0,0,,,,,,,,24/11/2021,14/12/2021,,,1,0,0.720000,,,Core Only,PRF-2021-09-380865.pdf
