,ID,Salitix_client_number,Salitix_client_name,Salitix_customer_number,salitix_customer_short_name,Promo_Status,Audit_Year,Retailer_promotion_number,Retailer_promotion_description,Promo_period,Promo_funding_type,Instore_Start_Date,Instore_End_Date,Buy_In_Start_Date,Buy_In_End_Date,Outer_Case_Code,Retailer_Product_Number,Retailer_Product_Number_2,Retailer_Product_Description,Retailer_Product_Unit_Size,Retailer_Case_Size,Retailer_product_vat_rate,Feature_space_fee,Positioning_fee,Standard_Selling_Price,Promotional_Selling_Price,Standard_Case_Cost,Promotional_Case_Cost,Promo_Retro_Funding(Case),Promo_Retro_Start_Date,Promo_Retro_End_Date,Retailer_Promo_Funding_Perc,Supplier_Promo_Funding_Perc,Trigger_Funding_Amount,Epos_Funding_Amount,Salitix_EPOS_PRD_Status_ind,Salitix_EPOS_Qty,Salitix_EPOS_Value,Salitix_Invoice_Qty_Units,Salitix_Dupe_Record_ind,Audit_Comments,CreatedDate,CreatedBy,LastUpdate,LastUpdateBy,Trigger_Unit_Qty,Salitix_Overlap_Record_ind,Salitix_Case_Size_Diff_Record_ind,Salitix_VAT_Rate_Diff_Record_ind,Salitix_Avg_Inv_Promo_Case_Price,Actual_Promotion_ID,MatchPass,Standard_Margin_perc,Promo_Margin_perc,Standard_Volume_Forecast,Promo_Volume_Forecast,Retail_Promo_Comments,Data_Source,Promotion_Zone_Number,PS_History
247,49198,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-200,VIB £1,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50161038,,MCV VIB 250g BORANG,,12,0.2,0.0,0.0,1.79,1.0,12.89,12.89,5.69,,,0.0,0.0,0.0,0.474,Y,23702.0,23462.51,,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,, 1000113781,1.0,0.0,0.0,3240.0,38880.0,0,P7 VIB GE13 £1.00,,
248,49199,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-200,VIB £1,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50161041,,MCV VIB 250G CARAML,,12,0.2,0.0,0.0,1.79,1.0,12.89,12.89,5.69,,,0.0,0.0,0.0,0.474,Y,71271.0,71005.03,41400.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,12.89, 1000113781,1.0,0.0,0.0,1320.0,15840.0,0,P7 VIB GE13 £1.00,,
249,49200,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-200,VIB £1,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50161043,,MCV VIB 250g CHOCHZ,,12,0.2,0.0,0.0,1.79,1.0,12.89,12.89,5.69,,,0.0,0.0,0.0,0.474,Y,25978.0,25766.43,,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,, 1000113781,1.0,0.0,0.0,4108.0,49296.0,0,P7 VIB GE13 £1.00,,
250,49201,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-201,Jaffa Triple £1.75,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50279605,,Jaffa Cakes 476G Original,,6,0.0,0.0,0.0,3.5,1.75,15.14,15.14,7.57,,,0.0,0.0,0.0,1.26,Y,179311.0,313820.77,,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,,1000113613,1.0,0.0,0.0,6000.0,36000.0,0,P7 Jaffa Triple £1.75 GE13,,
251,49202,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-202,Jaffa single & flavour £0.60,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50293713,,JAFFA CAKE 122G SINGLE,,12,0.0,0.0,0.0,1.2,0.6,10.37,10.37,5.18,,,0.0,0.0,0.0,0.432,Y,106675.0,64228.37,82800.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.37,1000110877,1.0,0.0,0.0,3240.0,38880.0,0,P7 Jaffa single and flavour SS13 £0.60,,
252,49203,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-203,Choc Digs Twin £1.50,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50308084,,McV Choc Digs 266g Dark,,12,0.2,0.0,0.0,1.5,1.0,10.8,10.8,3.6,,,0.0,0.0,0.0,0.3,Y,45324.0,45332.55,36000.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,1000113017,1.0,0.0,0.0,3240.0,38880.0,0,P7 Choc Digs 266g SS13 £1.00,,
253,49204,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-203,Choc Digs Twin £1.50,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50308085,,McV Choc Digs 266g Milk,,12,0.2,0.0,0.0,1.5,1.0,10.8,10.8,3.6,,,0.0,0.0,0.0,0.3,Y,130354.0,130452.39,97920.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,1000113017,1.0,0.0,0.0,1320.0,15840.0,0,P7 Choc Digs 266g SS13 £1.00,,
254,49205,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-204,2 for £2,P7,T,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50363120,,Carr's Lunchtime  190g Chive crispbreads,,6,0.0,0.0,0.0,1.5,1.0,6.63,6.63,0.0,,,0.0,0.0,0.82,0.0,Y,19968.0,22298.56,18768.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,6.63,1000112772,1.0,0.0,0.0,7400.0,44400.0,0,P7 Jacob's Carr's Savoury 2 for £2 Linksave,,
255,49206,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-204,2 for £2,P7,T,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50363121,,Carr's  Lunchtime  190g Mixed Grain Crispbreads,,6,0.0,0.0,0.0,1.5,1.0,6.63,6.63,0.0,,,0.0,0.0,0.82,0.0,Y,15972.0,18035.62,17952.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,6.63,1000112772,1.0,0.0,0.0,7250.0,43500.0,0,P7 Jacob's Carr's Savoury 2 for £2 Linksave,,
256,49207,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-204,2 for £2,P7,T,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50363122,,Carr's  Lunchtime  190g Mixed Seed Crispbreads,,6,0.0,0.0,0.0,1.5,1.0,6.63,6.63,0.0,,,0.0,0.0,0.82,0.0,Y,11823.0,13092.2,12240.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,6.63,1000112772,1.0,0.0,0.0,4750.0,28500.0,0,P7 Jacob's Carr's Savoury 2 for £2 Linksave,,
257,49208,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-205,2 for £2,P7,T,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50363123,,Carr's Flatbread 150g Salt and Pepper,,5,0.0,0.0,0.0,1.5,1.0,6.44,6.44,0.0,,,0.0,0.0,1.14,0.0,Y,18696.0,21352.01,18600.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,6.44,1000112772,1.0,0.0,0.0,7000.0,35000.0,0,P7 Jacob's Carr's Savoury 2 for £2 Linksave,,
258,49209,CL002,PLADIS,ASD01,ASDA,3,2021,CL002-ASD01-2021-206,Choc Digs Twin £1.50,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50440807,,McV Choc Digs 2 x 316g Milk ,,6,0.2,0.0,0.0,3.0,1.5,10.8,10.8,5.4,,,0.0,0.0,0.0,0.9,Y,238227.0,359008.29,200400.0,N,Claim 3. £4.1k.,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,1000111550,1.0,0.0,0.0,1600.0,9600.0,0,P7 Choc Digs Twin GE13 £1.50,,
259,49210,CL002,PLADIS,ASD01,ASDA,3,2021,CL002-ASD01-2021-206,Choc Digs Twin £1.50,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50440808,,McV Choc Digs 2 x 316g Dark,,6,0.2,0.0,0.0,3.0,1.5,10.8,10.8,5.4,,,0.0,0.0,0.0,0.9,Y,63057.0,95006.49,52200.0,N,Claim 3. £4.1k.,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,,,0.0,0.0,5000.0,30000.0,0,P7 Choc Digs Twin GE13 £1.50,,
260,49211,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-207,Club & Gold £0.90,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50469706,,MCV CLUB BAR 7pk ORANGE,,30,0.2,0.0,0.0,1.0,0.9,16.5,16.5,1.65,,,0.0,0.0,0.0,0.055,Y,249321.0,224241.17,219000.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,16.5,1000112498,1.0,0.0,0.0,2000.0,60000.0,0,P7 Club & Gold GE13 £0.90,,
261,49212,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-207,Club & Gold £0.90,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50469707,,MCV CLUB BAR 7pk MINT,,30,0.2,0.0,0.0,1.0,0.9,16.5,16.5,1.65,,,0.0,0.0,0.0,0.055,Y,157138.0,141330.64,135000.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,16.5,1000112498,1.0,0.0,0.0,5000.0,150000.0,0,P7 Club & Gold GE13 £0.90,,
262,49213,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-208,2 for £1.80,P7,T,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50618092,,McV Penguin Mini Biscuits 6pk Orig,,8,0.2,0.0,0.0,1.0,0.9,4.8,4.8,0.0,,,0.0,0.0,0.12,0.0,Y,46888.0,45705.92,48800.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,4.8,1000112664,1.0,0.0,0.0,8000.0,64000.0,0,P7 McVitie's Minis 2 for £1.80 shelf,,
263,49214,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-209,2 for £1.80,P7,T,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50618093,,Mini Gingerbread Men 6pk Orig,,8,0.0,0.0,0.0,1.0,0.9,4.76,4.76,0.0,,,0.0,0.0,0.12,0.0,Y,55646.0,54442.59,58400.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,4.76,1000112664,1.0,0.0,0.0,8000.0,64000.0,0,P7 McVitie's Minis 2 for £1.80 shelf,,
264,49215,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-210,2 for £1.80,P7,T,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50618094,,Iced Gems 6pk Orig,,7,0.0,0.0,0.0,1.0,0.9,4.33,4.33,0.0,,,0.0,0.0,0.12,0.0,Y,89161.0,87349.21,89964.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,4.33,1000112664,1.0,0.0,0.0,14000.0,98000.0,0,P7 McVitie's Minis 2 for £1.80 shelf,,
265,49216,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-211,2 for £1.80,P7,T,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50618095,,Iced Gems 5pk Chocolate,,7,0.2,0.0,0.0,1.0,0.9,3.42,3.42,0.0,,,0.0,0.0,0.14,0.0,Y,76713.0,74845.84,79254.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,3.42,1000112664,1.0,0.0,0.0,12000.0,84000.0,0,P7 McVitie's Minis 2 for £1.80 shelf,,
266,49217,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-212,Club & Gold £0.90,P7,E,2021-06-17,2021-07-14,2021-06-17,2021-07-14,,50831000,,McV Gold Bar 7 x 18g Orig,,24,0.0,0.0,0.0,1.0,0.9,15.84,15.84,1.58,,,0.0,0.0,0.0,0.066,Y,196798.0,177010.36,198000.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,15.84,1000112636,1.0,0.0,0.0,4000.0,96000.0,0,P7 Club & Gold GE13 £0.90,,
267,49218,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-213,2 for £2,P8,T,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5929038,,Jacobs Savours 200g Salt and Pepper,,12,0.0,0.0,0.0,1.39,1.0,10.74,10.74,0.0,,,0.0,0.0,0.4,0.0,Y,33564.0,37299.68,31104.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.74,1000117010,1.0,0.0,0.0,3350.0,40200.0,0,P8 Jacob's Carr's Savoury 2 for £2 Linksave,,
268,49219,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-214,2 for £2,P8,T,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5929626,,Carrs 125g Table Water,,12,0.0,0.0,0.0,1.19,1.0,10.28,10.28,0.0,,,0.0,0.0,0.4,0.0,Y,30039.0,31850.75,33120.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.28,1000117010,1.0,0.0,0.0,7000.0,84000.0,0,P8 Jacob's Carr's Savoury 2 for £2 Linksave,,
269,49220,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-215,Tuc £0.75 Shelf,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5930410,,TUC ORIGINAL 150g Original,,12,0.0,0.0,0.0,1.39,0.75,12.01,12.01,5.53,,,0.0,0.0,0.0,0.461,Y,96848.0,73239.78,115200.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,Y,N,12.01,1000118722,1.0,0.0,0.0,2000.0,24000.0,0,P8 Tuc original Shelf £0.75,,
270,49221,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-216,Cheddars £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5930508,,JACOBS CHEDDARS 150g Original,,12,0.0,0.0,0.0,1.29,1.0,11.15,11.15,2.51,,,0.0,0.0,0.0,0.209,Y,121582.0,117936.46,138600.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,11.15,1000115550,1.0,0.0,0.0,4500.0,54000.0,0,P8 Cheddars £1 Shelf,,
271,49222,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-217,2 for £2,P8,T,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5934190,,Carrs 150g Cheese Melts,,12,0.0,0.0,0.0,1.49,1.0,14.19,14.19,0.0,,,0.0,0.0,0.4,0.0,Y,37156.0,41300.51,36288.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,14.19,1000117010,1.0,0.0,0.0,6000.0,72000.0,0,P8 Jacob's Carr's Savoury 2 for £2 Linksave,,
272,49223,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-218,2 for £2,P8,T,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5944655,,Jacobs Savours 150g Chilli Thins,,12,0.0,0.0,0.0,1.39,1.0,10.74,10.74,0.0,,,0.0,0.0,0.4,0.0,Y,15754.0,17253.51,14112.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.74,1000117010,1.0,0.0,0.0,1400.0,16800.0,0,P8 Jacob's Carr's Savoury 2 for £2 Linksave,,
273,49224,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-219,2 for £2,P8,T,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5947259,,Jacobs Savours 150g Cheese,,12,0.0,0.0,0.0,1.39,1.0,10.74,10.74,0.0,,,0.0,0.0,0.28,0.0,Y,11069.0,12141.88,8064.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.74,1000117010,1.0,0.0,0.0,1500.0,18000.0,0,P8 Jacob's Carr's Savoury 2 for £2 Linksave,,
274,49225,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-220,2 for £2,P8,T,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5947266,,Jacobs Savours 150g Sour Cream & Chive,,12,0.0,0.0,0.0,1.39,1.0,10.74,10.74,0.0,,,0.0,0.0,0.78,0.0,Y,28089.0,31235.92,26208.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,10.74,1000117010,1.0,0.0,0.0,2500.0,30000.0,0,P8 Jacob's Carr's Savoury 2 for £2 Linksave,,
275,49226,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-221,Cheddars £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5947287,,JACOBS CHEDDARS 150g BBQ,,12,0.0,0.0,0.0,1.29,1.0,11.15,11.15,2.51,,,0.0,0.0,0.0,0.209,Y,18654.0,18399.06,,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,,1000115550,1.0,0.0,0.0,900.0,10800.0,0,P8 Cheddars £1 Shelf,,
276,49227,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-222,Choc Hobnobs core £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5949268,,McV Hobnobs 262G MILK,,12,0.2,0.0,0.0,1.5,1.0,10.8,10.8,3.6,,,0.0,0.0,0.0,0.3,Y,113879.0,113907.07,99360.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,1000113885,1.0,0.0,0.0,2750.0,33000.0,0,P8 Choc Hobnobs SS1 £1,,
277,49228,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-222,Choc Hobnobs core £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5949275,,McV Hobnobs 262G DARK,,12,0.2,0.0,0.0,1.5,1.0,10.8,10.8,3.6,,,0.0,0.0,0.0,0.3,Y,23816.0,23894.37,15840.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,10.8,1000113885,1.0,0.0,0.0,1200.0,14400.0,0,P8 Choc Hobnobs SS1 £1,,
278,49229,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-223,Twist & Hbnob Choc Chip £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5949443,,Choc Chip Hobnob 300G Choc Chip,,12,0.0,0.0,0.0,1.5,1.0,11.79,11.79,3.93,,,0.0,0.0,0.0,0.328,Y,16436.0,16273.97,13200.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,11.79,1000115147,1.0,0.0,0.0,1320.0,15840.0,0,P8 Twists and Hobnob Choc Chip £1 shelf,,
279,49230,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-224,Go Ahead Yog Breaks £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5950990,,Go Ahead Yog Breaks 5pk Cherry,,9,0.0,0.0,0.0,1.5,1.0,9.23,9.23,3.08,,,0.0,0.0,0.0,0.342,Y,24049.0,24258.66,21546.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,9.23,1000117478,1.0,0.0,0.0,1750.0,15750.0,0,P8 Go Ahead Yog Breaks Shelf £1,,
280,49231,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-224,Go Ahead Yog Breaks £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5950997,,Go Ahead Yog Breaks 5pk  Forest Fruit,,9,0.0,0.0,0.0,1.5,1.0,9.23,9.23,3.08,,,0.0,0.0,0.0,0.342,Y,42681.0,42991.2,51030.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,9.23,1000117478,1.0,0.0,0.0,3000.0,27000.0,0,P8 Go Ahead Yog Breaks Shelf £1,,
281,49232,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-224,Go Ahead Yog Breaks £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5951004,,Go Ahead Yog Breaks 5pk Raspberry,,9,0.0,0.0,0.0,1.5,1.0,9.23,9.23,3.08,,,0.0,0.0,0.0,0.342,Y,40694.0,40961.86,38556.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,9.23,1000117478,1.0,0.0,0.0,1750.0,15750.0,0,P8 Go Ahead Yog Breaks Shelf £1,,
282,49233,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-224,Go Ahead Yog Breaks £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,5952894,,Go Ahead Yog Breaks 5pk  Strawberry,,9,0.0,0.0,0.0,1.5,1.0,9.23,9.23,3.08,,,0.0,0.0,0.0,0.342,Y,63008.0,63456.27,71442.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,9.23,1000117478,1.0,0.0,0.0,3000.0,27000.0,0,P8 Go Ahead Yog Breaks Shelf £1,,
283,49234,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-225,British Icons £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,50100710,,Mcv Hobnob 262g CHOCBR,,12,0.2,0.0,0.0,1.59,1.0,11.45,11.45,4.25,,,0.0,0.0,0.0,0.354,Y,28275.0,28192.01,11520.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,11.45,1000119103,1.0,0.0,0.0,1500.0,18000.0,0,P8 British Icon Flavours SS1 £1,,
284,49235,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-226,Flipz All Range £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,50148428,,MCV FLIPZ 90g Cookies & Cream,,6,0.2,0.0,0.0,1.5,1.0,5.33,5.33,1.78,,,0.0,0.0,0.0,0.297,Y,28417.0,23725.63,8640.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,5.33,1000114247,1.0,0.0,0.0,1500.0,9000.0,0,P8 Flipz Full Range QMS3 £1,,
285,49236,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-227,British Icons £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,50148457,,McV Hobnob 262g TOFFEE,,12,0.2,0.0,0.0,1.59,1.0,11.45,11.45,4.25,,,0.0,0.0,0.0,0.354,Y,39856.0,39838.02,25920.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,11.45,1000119103,1.0,0.0,0.0,1500.0,18000.0,0,P8 British Icon Flavours SS1 £1,,
286,49237,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-227,British Icons £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,50148474,,Mcv Digestive 243g STRAWB,,12,0.2,0.0,0.0,1.59,1.0,11.45,11.45,4.25,,,0.0,0.0,0.0,0.354,Y,16768.0,16748.26,6000.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,11.45,1000119103,1.0,0.0,0.0,1500.0,18000.0,0,P8 British Icon Flavours SS1 £1,,
287,49238,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-228,British Icons £1,P8,N,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,50148475,,Mcv Digestive 243g LEMON,,12,0.2,0.0,0.0,1.59,1.0,11.45,11.45,4.25,,,0.0,0.0,0.0,0.0,Y,24170.0,24165.1,15000.0,N,"EPOS retro at £0.345, not net net",2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,11.45,1000119103,1.0,0.0,0.0,1500.0,18000.0,0,P8 British Icon Flavours SS1 £1,,
288,49239,CL002,PLADIS,ASD01,ASDA,2,2021,CL002-ASD01-2021-229,Jaffa Twin £1,P8,E,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,50279604,,McV Jaffa Cakes 244g Twin,,6,0.0,0.0,0.0,2.0,1.0,8.08,8.08,4.04,,,0.0,0.0,0.0,0.673,Y,342909.0,343474.73,344700.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,1,N,N,N,8.08,1000117606,1.0,0.0,0.0,9000.0,54000.0,0,P8 Jaffa Twin GE10 £1.00,,
289,49240,CL002,PLADIS,ASD01,ASDA,1,2021,CL002-ASD01-2021-230,2 for £2,P8,T,2021-07-15,2021-08-11,2021-07-15,2021-08-11,,50363120,,Carr's Lunchtime  190g Chive crispbreads,,6,0.0,0.0,0.0,1.5,1.0,6.63,6.63,0.0,,,0.0,0.0,0.82,0.0,Y,21453.0,23865.6,21216.0,N,,2022-08-01 11:42:49.940,SALITIX\james.bird,2024-01-02 12:39:39.190,AADDSSALITIX\saladmin,2,N,N,N,6.63,1000117010,1.0,0.0,0.0,7400.0,44400.0,0,P8 Jacob's Carr's Savoury 2 for £2 Linksave,,
