,Vendor_Name,Retailer_Invoice
12100,COOP,TI01249985
12101,SAINSBURYS,RP8008/U0200/001
12102,SAINSBURYS,RP207/U0200/003
12103,MORRISONS,2021BULKTI
12104,MORRISONS,20211248410050
12105,WAITROSE,70171282027
12106,AMAZON,2121539050
12107,SAINSBURYS,RP2763/U0200/001
12108,WAITROSE,70171360701
12109,COOP,TI00955709
12110,COOP,TI01142286
12111,BESTWAY,A01135681
12112,ASDA,7000153538
12113,MORRISONS,20221769887421
12114,COOP,TI00897348
12115,WAITROSE,70171358746
12116,COOP,TI01190160
12117,COOP,TI01270288
12118,SAINSBURYS,RP8842/U0200/001
12119,SAINSBURYS,RP2319/U0200/004
12120,MORRISONS,2020858947730
12121,MORRISONS,20211403232026
12122,ICELAND,963/3821
12123,COOP,TI01160545
12124,WAITROSE,4700229313
12125,TESCO,2100372218
12126,SAINSBURYS,RP7584/U0200/001
12127,SAINSBURYS,RP2676/U0200/003
12128,SAINSBURYS,RP5694/U0200/001
12129,MORRISONS,20211505123916
12130,WAITROSE,70171242865
12131,COOP,TI00905310
12132,BOOKER,90805401
12133,ASDA,7000123543
12134,ASDA,7000016031
12135,ASDA,7000135680
12136,SAINSBURYS,RP9870/U0200/003
12137,SAINSBURYS,RP7560/U0200/002
12138,MORRISONS,20221535548373
12139,COOP,TI00959362
12140,COOP,TI01083211
12141,ASDA,7000099040
12142,MORRISONS,20211060856689
12143,COOP,TI00838064
12144,MANDS,5102230428
12145,MORRISONS,20232261540786
12146,ASDA,7000163028
12147,ASDA,7000026374
12148,SAINSBURYS,RP342/U0200/001
12149,COOP,TI01126991
12150,COOP,TI01177093
12151,ASDA,7000057433
12152,MORRISONS,20211199159868
12153,NISA,T265992
12154,COOP,TI00816526
12155,COOP,TI01076509
12156,ICELAND,ADD13183/3920
12157,COOP,TI00922313
12158,NISA,T289930
12159,MANDS,1800638844
12160,COOP,TI01085091
12161,ICELAND,ADD17531/4922
12162,TESCO,2100714725
12163,MORRISONS,20232019089827
12164,SAINSBURYS,RP8248/U0200/00
12165,ASDA,7000137271
12166,BESTWAY,989211
12167,COOP,TI01210822
12168,TESCO,2100832353
12169,SAINSBURYS,RP5235/U0200/003
12170,WAITROSE,70171336584
12171,BOOKER,90804017
12172,SAINSBURYS,RP9222/U0200/003
12173,MORRISONS,2020942968467 CT
12174,COOP,TI00892381
12175,NISA,T287508
12176,COOP,TI01054968
12177,ASDA,7000026246
12178,TESCO,2100921092
12179,TESCO,2100921094
12180,ASDA,7000096309
12181,TESCO,2100458436
12182,COOP,TI00918247
12183,WAITROSE,70171346034
12184,COOP,TI00964731
12185,SAINSBURYS,RP3297/U0100/001
12186,COOP,TI01220905
12187,COOP,VI00027963
12188,ASDA,7000045406
12189,SAINSBURYS,RP452/U0200/003
12190,SAINSBURYS,RP930/U0200/004
12191,BOOKER,90726118
12192,COSTCO,DF413606
12193,MORRISONS,20232338606197
12194,MORRISONS,20202020862582264
12195,MORRISONS,2020814364028
12196,COOP,TI00841699
12197,COOP,TI00881504
12198,COOP,TI00950005
12199,TESCO,2100710988
12200,COOP,TI01268010
12201,SPAR,SL C7402
12202,NISA,T300107
12203,MORRISONS,20232061429995
12204,SAINSBURYS,RP5692/U0200/001
12205,TESCO,2100297299
12206,TESCO,2100337989
12207,SAINSBURYS,RP3483/U0200/003
12208,MORRISONS,20211149504446
12209,ASDA,7000122612
12210,ASDA,7000124794
12211,SPAR,19/128606
12212,BESTWAY,1177803
12213,ASDA,7000045635
12214,TESCO,2100475984
12215,SAINSBURYS,RP340/U0200/002
12216,COOP,TI00880563
12217,MANDS,1800678020
12218,TESCO,2100700246
12219,ASDA,7000058478
12220,SAINSBURYS,RP3381/U0200/001
12221,WAITROSE,70171268621
12222,BOOKER,90742158
12223,BESTWAY,1037117
12224,MANDS,1800603231
12225,MORRISONS,20222065827255
12226,BESTWAY,1172168/3467
12227,SAINSBURYS,SSLWHP000089
12228,TESCO,2100586501
12229,MORRISONS,20221602460992
12230,ICELAND,ADD14198/4720
12231,NISA,T286666
12232,WAITROSE,70171361527
12233,WAITROSE,4700020428
12234,COOP,TI01100215 TI01
12235,WAITROSE,4700126411
12236,MORRISONS,20232156891310
12237,SAINSBURYS,RP7605/U0200/002
12238,MORRISONS,2020987451827
12239,COOP,TI00919476
12240,COOP,TI00967750
12241,COSTCO,DF414658
12242,ASDA,7000031017
12243,ICELAND,ADD13316/3920
12244,BOOKER,90717877
12245,TESCO,EL130204
12246,COOP,TI01173801
12247,MANDS,1800683031
12248,MORRISONS,20232136102684
12249,SAINSBURYS,RP8898/U0200/002
12250,SAINSBURYS,RP6783/U0200/001
12251,MORRISONS,2019808648480
12252,MORRISONS,20211424123738
12253,MORRISONS,20211549951124
12254,SPAR,SLC8149
12255,MANDS,5100755984  9399
12256,MANDS,5101499691
12257,MORRISONS,20221980942600
12258,ASDA,7000145230
12259,COOP,TI00858946
12260,COOP,TI01194141
12261,BESTWAY,1154194/8121922
12262,NISA,T271775
12263,COOP,TI00884031
12264,WAITROSE,70171378452
12265,COOP,TI00957606
12266,WAITROSE,70171394897
12267,COOP,TI00990844
12268,TESCO,2100679036
12269,MORRISONS,2022BULK OF 6
12270,MORRISONS,20221824183513
12271,ASDA,7000016651
12272,SAINSBURYS,RP6826/U0200/002
12273,COOP,TI01272235
12274,SAINSBURYS,RP1594/U0200/003
12275,MORRISONS,2020878898737
12276,WAITROSE,70171359838
12277,COOP,TI01138587
12278,MORRISONS,20232035611919
12279,MORRISONS,20232151602637
12280,ICELAND,20866/2324
12281,WAITROSE,70171240005
12282,WAITROSE,70171264412
12283,AMAZON,5800902692
12284,MORRISONS,20232261539746
12285,COOP,TI01273608
12286,MORRISONS,20211373986072
12287,BOOKER,90697088
12288,WAITROSE,4700042986
12289,COOP,TI01083184
12290,SPAR,D79942
12291,SAINSBURYS,RP3364/U0200/003
12292,MORRISONS,20202020864363749
12293,COOP,TI00928978
12294,MANDS,5100748228
12295,COOP,TI01160535
12296,SAINSBURYS,RP8602/U0200/00
12297,LIDL,24810
12298,SAINSBURYS,RP6381/U0200/001
12299,SAINSBURYS,RP3508/U0200/002
12300,COOP,TI00825592
12301,BESTWAY,959868
12302,COOP,TI00926453
12303,COOP,TI01238717
12304,TESCO,2100850883
12305,SAINSBURYS,RP5248/U0200/003
12306,SAINSBURYS,RP27/U0200/004
12307,UNITAS,UNSI0012987
12308,COOP,TI01065905
12309,LIDL,23940
12310,ICELAND,ADD20098/3823
12311,ASDA,7000172904
12312,ASDA,7000193251
12313,SAINSBURYS,RP663/U0200/002
12314,ASDA,7000061097
12315,TESCO,2100521222
12316,SAINSBURYS,SIN-50252
12317,SAINSBURYS,RP9238/U0200/001
12318,SAINSBURYS,RP2672/U0200/004
12319,COOP,TI00879439
12320,TESCO,2100828531
12321,ASDA,7000000617
12322,MORRISONS,2020886477368
12323,UNITAS,UNSI0010319
12324,ICELAND,ADD12965/2920
12325,COOP,TI01045066
12326,WAITROSE,4700038702
12327,WAITROSE,4700161188
12328,SAINSBURYS,RP6352/U0200/003
12329,SAINSBURYS,RP8796/U0200/002
12330,MORRISONS,2020910959303
12331,UNITAS,UNISI0011715
12332,LIDL,1049336
12333,MORRISONS,20222024520803
12334,ICELAND,ADD18813/4722
12335,WAITROSE,4700268245
12336,MORRISONS,20232019089465
12337,ASDA,7000063098
12338,ASDA,7000152742
12339,SAINSBURYS,RP9237/U0200/003
12340,SAINSBURYS,RP3179/U0200/001
12341,MORRISONS,20232333193470
12342,SAINSBURYS,RP4048/U0200/002
12343,MORRISONS,20211549951128
12344,SPAR,0000076001
12345,ASDA,7000123532
12346,SAINSBURYS,RP3179/U0200/004
12347,ASDA,7000139289
12348,TESCO,1002100613071
12349,SAINSBURYS,RP8353/U0200/002
12350,MORRISONS,20221609204310
12351,COOP,TI00836344
12352,MANDS,1800598734
12353,COOP,TI00899144
12354,NISA,1PRCRN/00000185
12355,NISA,T263190
12356,COSTCO,383927
12357,COOP,TI01173793
12358,TESCO,1002100205544
12359,TESCO,2100328328
12360,TESCO,1002100618758
12361,MORRISONS,20221716548750
12362,COOP,CI00073032
12363,NISA,T303432
12364,TESCO,2100775773
12365,ICELAND,147/0121
12366,AMAZON,5800583313
12367,WAITROSE,4700120237
12368,ICELAND,ADD17686/923
12369,COOP,TI01171820
12370,ASDA,7000032856
12371,SAINSBURYS,RP2154/U0200/003
12372,SAINSBURYS,RP895/U0200/003
12373,MORRISONS,20211149504119
12374,COOP,TI00837625
12375,COOP,TI01003583
12376,ICELAND,260/2322
12377,AMAZON,2084175852VCBSI
12378,MORRISONS,2020844397191
12379,COOP,TI01123969
12380,COOP,TI01017548
12381,ASDA,7000062638
12382,BOOKER,90805539
12383,COOP,TI01282029
12384,ASDA,7000152125
12385,ASDA,7000096302
12386,MORRISONS,20201007123199
12387,BOOKER,90726918
12388,MORRISONS,20232177830494
12389,ASDA,7000030653
12390,ASDA,7000173497
12391,SAINSBURYS,RP5123/U0200/001
12392,MORRISONS,2020886480413
12393,WAITROSE,4700228670
12394,TESCO,2100435657
12395,TESCO,2100383747
12396,NISA,T310208
12397,SAINSBURYS,RP7354/U0200/004
12398,TESCO,1002100491425
12399,ICELAND,1801891363
12400,WAITROSE,4700012626
12401,WAITROSE,4700202358
12402,SAINSBURYS,RP4336/U0200/001
12403,SAINSBURYS,RP7043/U0200/004
12404,SAINSBURYS,RP7730/U0200/004
12405,COOP,TI01130833
12406,SPAR,D79062
12407,ASDA,7000183814
12408,MORRISONS,20232167122947
12409,SAINSBURYS,RP985/U0200/002
12410,BESTWAY,974605
12411,AMAZON,7502410196
12412,WAITROSE,4700198252
12413,ASDA,7000093338
12414,MORRISONS,20221479580707
12415,ICELAND,361/2822
12416,COOP,TI01030531
12417,COOP,TI01072114
12418,COOP,TI01092113
12419,COOP,TI01160534
12420,ASDA,7000173742
12421,ASDA,7000032496
12422,TESCO,2100312464
12423,MORRISONS,20211308507819
12424,BOOKER,90679355
12425,COOP,TI00903266
12426,TESCO,2100357243
12427,MORRISONS,20211119575858
12428,MORRISONS,20211233221161
12429,ICELAND,922/0420
12430,COOP,TI00993256
12431,ICELAND,ADD16715/4022
12432,MORRISONS,20221881659391
12433,WAITROSE,4700177325
12434,MORRISONS,20221990650336
12435,MORRISONS,20232074767473
12436,TESCO,EL117558
12437,UNITAS,UNSI0014756
12438,WAITROSE,4700074211
12439,WAITROSE,4700191429
12440,COOP,TI00905307
12441,WAITROSE,4700080982
12442,NISA,T324185
12443,SAINSBURYS,RP385/U0200/003
12444,MORRISONS,20221646883390
12445,UNITAS,UNSI0005415
12446,COOP,TI01028176
12447,COOP,TI01007094
12448,BESTWAY,1031093
12449,BOOKER,90786382
12450,COOP,TI01198119
12451,MORRISONS,20221575928731
12452,COOP,TI01227326
12453,MORRISONS,20222065826462
12454,WAITROSE,4700273314
12455,COOP,TI01092131
12456,ICELAND,151/2423
12457,MORRISONS,20221909291327
12458,COOP,TI01245306
12459,ASDA,7000179534
12460,TESCO,2100438406
12461,SAINSBURYS,RP1506/U0200/003
12462,UNITAS,UNSI0008345
12463,COOP,TI00961174
12464,WAITROSE,4700074215
12465,AMAZON,2083804224VCBSIN
12466,MORRISONS,20232151603545
12467,ASDA,7000049259
12468,MORRISONS,2020867175743
12469,MORRISONS,20211177071052
12470,MORRISONS,20211345877835
12471,MANDS,5100325393
12472,ICELAND,365/2622
12473,COOP,TI01098418
12474,COOP,TI01218287
12475,TESCO,2100402086
12476,COOP,TI01180635
12477,COOP,CMUNCOR102428072
12478,ICELAND,21066/1824
12479,SAINSBURYS,RP9106/U0200/002
12480,SAINSBURYS,RP1412/U0200/004
12481,MORRISONS,20211157696221
12482,COOP,TI01005687
12483,COOP,TI01032091
12484,MORRISONS,20221921575187
12485,TESCO,2100859746
12486,TESCO,2100609031
12487,SAINSBURYS,RP2228/U0200/003
12488,COOP,TI00840064
12489,WAITROSE,70171280075
12490,WAITROSE,70171327867
12491,SAINSBURYS,RP1287/U0200/003
12492,MORRISONS,20211080121416
12493,COOP,TI00941459
12494,COSTCO,394614
12495,COOP,TI01179437
12496,SAINSBURYS,PD00762172
12497,MORRISONS,20211138671823
12498,BOOKER,90726100
12499,BOOKER,90736167
12500,TESCO,2100690353
12501,AMAZON,2084575585VCBSIN
12502,NISA,T312926
12503,MORRISONS,20232125216324
12504,MORRISONS,20232199988710
12505,ASDA,7000109051
12506,COOP,TI00827353
12507,COOP,TI00953896
12508,ICELAND,ADD17057/4821
12509,COOP,TI01108564
12510,MORRISONS,20221856997823
12511,ICELAND,ADD19533/2423
12512,ASDA,7000029771
12513,SAINSBURYS,RP1254/U0200/004
12514,MORRISONS,20221609203546
12515,ICELAND,1601081362
12516,WAITROSE,70171305032
12517,COOP,TI00901628
12518,TESCO,2100219975
12519,TESCO,2100604452
12520,MORRISONS,20211138675053
12521,MORRISONS,20221716548586
12522,MCCOLLS,2135002O
12523,AMAZON,5800439898
12524,WAITROSE,70171362023
12525,BESTWAY,995852
12526,MORRISONS,20221563884184
12527,BESTWAY,A01187074
12528,TESCO,NEW TESCO PRICE
12529,SAINSBURYS,RP6790/U0200/002
12530,MORRISONS,2020904401116
12531,COOP,TI01154981
12532,COOP,TI01183177
12533,MORRISONS,20222110884879
12534,TESCO,MCV TESCO RTB 21
12535,COOP,TI00951074
12536,WAITROSE,4700190248
12537,TESCO,2100806446
12538,COOP,TI01237920
12539,WAITROSE,4700005711
12540,NISA,17760
12541,ICELAND,364/2622
12542,AMAZON,2084876197VCBSINV
12543,TESCO,2100333177
12544,TESCO,2100382908
12545,MORRISONS,2020871057884
12546,COOP,TI00830748
12547,MCCOLLS,1130005O
12548,COOP,TI01123962
12549,COOP,TI01160537
12550,COOP,TI01204864
12551,ASDA,7000117475
12552,TESCO,1002100587311
12553,SAINSBURYS,RP2690/U0200/004
12554,MORRISONS,2020001262852
12555,WAITROSE,70171358748
12556,COOP,TI00951072
12557,COOP,TI01202641
12558,MORRISONS,20232169480556
12559,SAINSBURYS,RP900/U0200/004
12560,SAINSBURYS,RP8248/U0200/004
12561,SAINSBURYS,RP2779/U0200/002
12562,MORRISONS,20211336679319
12563,BOOKER,90737995
12564,COOP,TI01240098
12565,SAINSBURYS,RP9490/U0200/004
12566,ASDA,7000057563
12567,ASDA,7000020753
12568,TESCO,2100425657
12569,TESCO,2100656816
12570,MORRISONS,20209850086610
12571,MORRISONS,20211060858016
12572,WAITROSE,70171287434
12573,COSTCO,402804
12574,NISA,T310256
12575,COOP,PCM112284
12576,ICELAND,79/0824
12577,BESTWAY,954692
12578,COOP,TI00952368
12579,BOOKER,1801872698
12580,MORRISONS,20232199987617
12581,COOP,TI01086246
12582,TESCO,2100288806
12583,MORRISONS,20201028969845
12584,MORRISONS,20211164418202
12585,MORRISONS,20211199159223
12586,BOOKER,90756578
12587,MORRISONS,20232156890143
12588,ASDA,7000045163
12589,SAINSBURYS,RP4704/U0200/004
12590,SAINSBURYS,RP3350/U0200/001
12591,MORRISONS,20211044652571
12592,SAINSBURYS,RP5216/U0200/002
12593,COOP,TI00834351
12594,COOP,TI01171821
12595,MORRISONS,20221888042938
12596,BESTWAY,A01140720
12597,COOP,TI01178393
12598,COOP,TI01199242
12599,WAITROSE,4700191430
12600,TESCO,2100839342
12601,ASDA,7000022596
12602,ASDA,7000116373
12603,TESCO,2100623375
12604,COOP,TI00882376
12605,ICELAND,ADD14738/2321
12606,COOP,TI00946347
12607,UNITAS,UNSI0024224
12608,COOP,TI01194867
12609,NISA,T324511
12610,ASDA,7000044596
12611,TESCO,2100544999
12612,MANDS,1800633072
12613,WAITROSE,4700005714
12614,TESCO,EL137389
12615,TESCO,2100226795
12616,TESCO,2100539878
12617,SAINSBURYS,RP843/U0200/002
12618,MORRISONS,2020864364500
12619,MORRISONS,20211336678951
12620,COOP,TI00933907
12621,WAITROSE,4700179196
12622,MORRISONS,20232065827969
12623,COOP,VI00028331
12624,ICELAND,ADD14135/5020
12625,ICELAND,ADD16405/3122
12626,ICELAND,DNVR3362
12627,SAINSBURYS,RP3539/U0200/003
12628,TESCO,2100609030
12629,SAINSBURYS,RP5680/U0200/004
12630,COOP,TI00930350
12631,ASDA,7000157899
12632,MORRISONS,2020899511679 CT
12633,MORRISONS,20211190530556
12634,COOP,TI00854209
12635,ICELAND,ADD14596/721
12636,ICELAND,708/0622
12637,COOP,TI01057286
12638,AMAZON,5801004601
12639,ICELAND,22390/2524
12640,ASDA,7000071767
12641,SAINSBURYS,RP4068/U0200/001
12642,SPAR,LCII21469-26080
12643,NISA,T286641
12644,MANDS,1800623012
12645,WAITROSE,70171384778
12646,AMAZON,2121470107
12647,COOP,TI01142269
12648,SPAR,30/130283
12649,SAINSBURYS,RP3688/U0200/004
12650,ASDA,7000026936
12651,ASDA,7000075652
12652,COOP,TI00930347
12653,COOP,TI01276346
12654,MORRISONS,20232476215238
12655,COOP,TI01158311
12656,MORRISONS,20232074766787
12657,MORRISONS,20232315365018
12658,TESCO,2100903666
12659,SAINSBURYS,RP3976/U0200/004
12660,SAINSBURYS,RP1203/U0200/003
12661,MORRISONS,20211083186565
12662,MORRISONS,20211490939824
12663,WAITROSE,4700010622
12664,COOP,TI01159309
12665,TESCO,2100806493
12666,ICELAND,387/4623
12667,MORRISONS,2020951593494
12668,COOP,TI01084617
12669,ONESTOP,117121
12670,MORRISONS,2020858947880
12671,MORRISONS,20221609202079
12672,ASDA,7000090315
12673,COOP,TI00959402
12674,SAINSBURYS,RP7498/U0200/003
12675,COOP,TI01037001
12676,MANDS,1800641191
12677,TESCO,1002100550196
12678,TESCO,2100554750
12679,COOP,TI01103990
12680,MORRISONS,SP160-607 - MOR
12681,WAITROSE,70171295986
12682,WAITROSE,4700053989
12683,ASDA,7000055037
12684,NISA,2000101628
12685,NISA,T311799 CT
12686,TESCO,2100857826
12687,ASDA,7000162909
12688,TESCO,2100425654
12689,MORRISONS,2020TRP000013700
12690,COOP,TI00933896
12691,BESTWAY,1066162
12692,MORRISONS,20232219706972
12693,ASDA,7000083234
12694,TESCO,2100240997
12695,SAINSBURYS,RP7988
12696,MORRISONS,20211270779389
12697,MORRISONS,20211373984905
12698,COOP,TI01001802
12699,NISA,T296600
12700,MORRISONS,20232177830088
12701,MORRISONS,20232315364968
12702,ASDA,7000019639
12703,TESCO,2100262227
12704,TESCO,2100664373
12705,TESCO,1002100629698
12706,MORRISONS,2020882119559
12707,NISA,T271096
12708,UNITAS,UNSC0006211
12709,COOP,TI01045073
12710,SAINSBURYS,RP3294/U0200/003
12711,TESCO,2100905671
12712,MORRISONS,20211467925507
12713,COOP,TI00924549
12714,COOP,TI00903268
12715,COOP,TI00926470
12716,SAINSBURYS,RP9090/U0100/001
12717,COOP,TI00906353
12718,BOOKER,90754728
12719,MANDS,1586250223B0BD8
12720,ASDA,7000163947
12721,TESCO,2100371504
12722,SAINSBURYS,PD20811654
12723,MORRISONS,2020942967600
12724,BESTWAY,939973
12725,COOP,TI00989845
12726,COSTCO,398808
12727,SAINSBURYS,RP1452/U0200/001
12728,SAINSBURYS,RP8948/U0200/002
12729,TESCO,2100850041
12730,TESCO,2100237401
12731,SAINSBURYS,RP8753/U0200/002
12732,MORRISONS,20211224052292
12733,COOP,TI00872869
12734,COOP,TI00885953
12735,COOP,TI00903275
12736,COOP,TI01068635
12737,ONESTOP,INV-113656
12738,COOP,TI01224828
12739,SPAR,0000081470
12740,COOP,VI00026685
12741,MORRISONS,20232304255556
12742,TESCO,2100220795
12743,COOP,PCM084924
12744,WAITROSE,4700020042
12745,COOP,TI01091463
12746,MORRISONS,20232286747169
12747,TESCO,1002100483492
12748,COOP,TI00892114
12749,COOP,TI00961189
12750,COOP,TI00989842
12751,COOP,TI01173800
12752,ASDA,7000127699
12753,ASDA,7000132231
12754,TESCO,2100378110
12755,MANDS,16431905204-1
12756,TESCO,2100830088
12757,ICELAND,907/0324
12758,MORRISONS,20211099092846
12759,WAITROSE,4700106425
12760,ASDA,7000064653
12761,TESCO,2100220802
12762,MORRISONS,20204501083210
12763,COOP,TI01046885
12764,WAITROSE,4700215902
12765,BESTWAY,1166452
12766,COOP,TI01283965
12767,BOOKER,90704096
12768,MORRISONS,BULK OF 18 INV
12769,SAINSBURYS,RP2049/U0200/001
12770,SAINSBURYS,RP3528/U0200/001
12771,TESCO,1002100211589
12772,COOP,TI00857734
12773,BOOKER,90693650
12774,BOOKER,90764017
12775,MANDS,5102102834
12776,COOP,TI01108548
12777,ASDA,7000177641
12778,TESCO,2100267230
12779,SAINSBURYS,RP3834/U0200/003
12780,MORRISONS,20211149504096
12781,COOP,TI00870357
12782,TESCO,1002100685190
12783,MORRISONS,20232476216057
12784,COOP,TI01158310
12785,ONESTOP,INV-115780
12786,MORRISONS,20232251165361
12787,COOP,TI01260311
12788,MORRISONS,20232251165047
12789,WAITROSE,4700267905
12790,TESCO,2100223904
12791,AMAZON,5800452871
12792,ICELAND,433/0322
12793,COOP,TI01046907
12794,TESCO,2100830574
12795,SAINSBURYS,RP3282/U0200/004
12796,TESCO,2100335693
12797,WAITROSE,70171292609
12798,COOP,TI00940345
12799,COOP,TI00955719
12800,COOP,TI00996528
12801,SAINSBURYS,RP3271/U0200/003
12802,SAINSBURYS,RP3073/U0200/001
12803,WAITROSE,4700284072
12804,SAINSBURYS,PD10771174
12805,SAINSBURYS,RP3515/U0200/002
12806,MORRISONS,2020856160427
12807,COOP,TI00989824
12808,COOP,TI00994389
12809,TESCO,2100692436
12810,MORRISONS,20221909289245
12811,SAINSBURYS,PD00739800
12812,COOP,TI01076519
12813,ASDA,7000087503
12814,ASDA,6601004802
12815,BOOKER,90767291
12816,WAITROSE,4700080909
12817,BESTWAY,A01127487
12818,COSTCO,DF438779-1
12819,MANDS,5100283966
12820,ICELAND,ADD19406/2123
12821,ICELAND,21381/2024
12822,ICELAND,963/3521
12823,ASDA,7000127923
12824,TESCO,1002100195210
12825,SAINSBURYS,RP8414/U0200/001
12826,MORRISONS,2019853401236
12827,COOP,VI00013326
12828,COOP,TI01001772
12829,COOP,TI01023336
12830,BESTWAY,1098433
12831,TESCO,2100786835
12832,TESCO,2100383745
12833,SAINSBURYS,RP3829/U0200/001
12834,COOP,TI01011663
12835,NISA,T292014
12836,COOP,TI01027312
12837,WAITROSE,4700106848
12838,WAITROSE,4700136468
12839,TESCO,2100726291
12840,MORRISONS,20221898461443
12841,BOOKER,90801150
12842,TESCO,2100811818
12843,MORRISONS,20232209008393
12844,ASDA,7000131766
12845,TESCO,2100240642
12846,NISA,T310255
12847,TESCO,2100733140
12848,ASDA,7000093945
12849,MORRISONS,20211149502505
12850,COOP,TI00834583
12851,NISA,T285326
12852,SAINSBURYS,RP2313/U0200/003
12853,ASDA,7000049170
12854,TESCO,2100227737
12855,COOP,TI01004666
12856,MORRISONS,20221980942045
12857,WAITROSE,4700206010
12858,MORRISONS,20232074768084
12859,MORRISONS,2020802570548
12860,COOP,TI00862496
12861,SPAR,D78982
12862,AMAZON,5800819525
12863,NISA,T324186
12864,ASDA,7000130883
12865,TESCO,2100565283
12866,WAITROSE,4700019077
12867,ASDA,7000112740
12868,MORRISONS,2020907530157
12869,ONESTOP,INV-106139
12870,ASDA,7000066537
12871,SAINSBURYS,RP6709/U0200/003
12872,MORRISONS,2020874234065
12873,MORRISONS,20211177071267
12874,MANDS,5101555030
12875,WAITROSE,4700047012
12876,SPAR,SDMI32295
12877,TESCO,2100924612
12878,ASDA,7000184800
12879,MORRISONS,2020877505213
12880,MORRISONS,20211418242833
12881,COOP,TI00845330
12882,COOP,TI00895533
12883,WAITROSE,70171319145
12884,ICELAND,1801914297
12885,SAINSBURYS,RP7381/U0200/002
12886,NISA,T288167
12887,COOP,TI01077621
12888,SAINSBURYS,RP3850/U0200/004
12889,UNITAS,UNSI0005312
12890,BESTWAY,1092081
12891,SAINSBURYS,RP216/U0200/001
12892,WAITROSE,3700000021
12893,MORRISONS,20211336678004
12894,MORRISONS,20221743653487
12895,WAITROSE,70171275624
12896,AMAZON,2083398545VCBSIN
12897,BOOKER,90794642
12898,TESCO,2100223130
12899,COOP,TI00887375
12900,TESCO,1002100697024
12901,MORRISONS,20211345759734
12902,COOP,TI00944778
12903,NISA,CT T285356
12904,B & M STORES,DNO13488
12905,BESTWAY,1069887
12906,BESTWAY,1111907
12907,BOOKER,1802051779
12908,NISA,T320584
12909,ONESTOP,117385
12910,SAINSBURYS,RP3386/U0200/002
12911,MORRISONS,2020910959775
12912,ICELAND,ADD14247/5020
12913,COOP,TI00918243
12914,BOOKER,90747699
12915,MORRISONS,20221888042096
12916,SAINSBURYS,RP950/U0200/003
12917,TESCO,2100834743
12918,ASDA,5500690879
12919,TESCO,2100405463
12920,SAINSBURYS,RP7933/U0200/001
12921,SAINSBURYS,RP2257/U0200/003
12922,MORRISONS,20211251860638
12923,COOP,TI00890756
12924,COOP,TI00953316
12925,NISA,T300162
12926,MORRISONS,20221867849953
12927,TESCO,2100238024
12928,COOP,TI00896184
12929,WAITROSE,4700093633
12930,MANDS,5103184349
12931,TESCO,2100642177
12932,MORRISONS,20211119575386
12933,SAINSBURYS,RP257/U0200/004
12934,MORRISONS,20232315364976
12935,ASDA,7000152670
12936,MORRISONS,2020913222945
12937,COOP,TI00841676
12938,COOP,TI01250933
12939,TESCO,2100262223
12940,COOP,TI00996524
12941,MANDS,5100695863
12942,COOP,TI01179434
12943,TESCO,2100405460
12944,SAINSBURYS,RP8672/U0200/001
12945,SAINSBURYS,82428.00
12946,MORRISONS,20211184586890
12947,MORRISONS,20211224053925
12948,BESTWAY,1021773
12949,MORRISONS,20232074767567
12950,BESTWAY,A01168219
12951,COOP,TI01266121
12952,TESCO,EL128247
12953,SAINSBURYS,RP4042/U0200/001
12954,COOP,TI01072103
12955,COOP,TI01100222
12956,COOP,TI01108574
12957,SAINSBURYS,RP4133/U0200/002
12958,MANDS,1586030623B0BD8
12959,BOOKER,90756579
12960,ASDA,7000079795
12961,ASDA,7000039318
12962,TESCO,2100460337
12963,MORRISONS,20221557674577
12964,SAINSBURYS,RP4816/U0200/001
12965,COOP,TI00834316
12966,SPAR,RC47965
12967,COOP,TI01045061
12968,SAINSBURYS,RP5168/U0200/004
12969,WAITROSE,70171280131
12970,BESTWAY,968090
12971,MANDS,510063657
12972,COOP,TI01141027
12973,SAINSBURYS,RP6389/U0200/003
12974,ASDA,7000106743
12975,MORRISONS,20211141729438
12976,COOP,TI01001796
12977,COOP,TI01029626
12978,COOP,TI01049182
12979,COOP,TI01146894
12980,MORRISONS,20211067001937
12981,BOOKER,90724704
12982,COOP,TI01035137
12983,MORRISONS,20232251164810
12984,SAINSBURYS,RP510/U0200/001
12985,SAINSBURYS,FD376796
12986,MORRISONS,20211157696219
12987,MORRISONS,20221505123100
12988,ICELAND,ADD13322/3220
12989,COOP,TI00988138
12990,ICELAND,434/0822
12991,TESCO,100336662
12992,MORRISONS,2020966472884
12993,COOP,TI00906376
12994,ICELAND,1802027882
12995,MORRISONS,20221769888664
12996,MORRISONS,20232151603450
12997,COOP,TI01275389
12998,ASDA,7000060580
12999,SAINSBURYS,PD10764961
13000,SAINSBURYS,RP812/U0200/001
13001,MORRISONS,20211418240044
13002,MORRISONS,20211456269930
13003,MORRISONS,20232125216624
13004,TESCO,2100895076
13005,WAITROSE,4700254388
13006,ICELAND,22378/2624
13007,MORRISONS,20211267323974
13008,AMAZON,5800537825
13009,COOP,TI00839422
13010,MANDS,1800557447
13011,COOP,TI00926467
13012,COOP,TI00937337
13013,COOP,TI00935191
13014,COOP,TI01223789
13015,SAINSBURYS,RP8803/U0200/002
13016,ASDA,7000112749
13017,ASDA,7000141512
13018,MORRISONS,2019853171220
13019,MORRISONS,2020899511679
13020,TESCO,1002100684235
