,Vendor_Name,Retailer_Invoice
13021,MORRISONS,20221867849374
13022,SAINSBURYS,RP9922/U0200/001
13023,ASDA,7000014425
13024,BESTWAY,1172054/160523
13025,ASDA,7000093341
13026,COOP,TI00895550
13027,MANDS,1800638956
13028,MANDS,5101533243
13029,COOP,TI01105598
13030,BESTWAY,A01127489
13031,AMAZON,5800935325
13032,SAINSBURYS,RP2752/U0200/003
13033,COOP,TI00993243
13034,COOP,TI01086221
13035,SAINSBURYS,RP7565/U0100/001
13036,WAITROSE,70171322521
13037,MANDS,5100089460
13038,COOP,TI00998650
13039,SPAR,77267
13040,COOP,TI01170818
13041,WAITROSE,4700247331
13042,COOP,TI00903280
13043,COOP,VI00017367
13044,COOP,TI01030539
13045,SPAR,78747
13046,BOOKER,90785094
13047,ASDA,7000021471
13048,TESCO,2100317614
13049,COOP,TI00880539
13050,TESCO,2100766101
13051,MORRISONS,20232156889405
13052,SAINSBURYS,RP4215/U0100/001
13053,NISA,T273575
13054,COOP,TI00933909
13055,MANDS,5100957412
13056,COOP,TI01205643
13057,MORRISONS,20211073565289
13058,UNITAS,UNSI0012246
13059,COOP,TI01086239
13060,SAINSBURYS,RP533/U0200/004
13061,SAINSBURYS,RP6551/U0200/001
13062,MORRISONS,20211345879157
13063,NISA,T274698
13064,AMAZON,5800506469
13065,WAITROSE,4700048590
13066,ICELAND,151/1923
13067,TESCO,EL133628
13068,COOP,TI01227334
13069,TESCO,2100347991
13070,COOP,TI01146886
13071,BESTWAY,A01163154
13072,TESCO,2100291119
13073,ICELAND,125/1622
13074,WAITROSE,4700148563
13075,BESTWAY,1114568
13076,MORRISONS,20232019090892
13077,SAINSBURYS,FD358523 / 01
13078,SAINSBURYS,RP3397/U0200/001
13079,MORRISONS,2020020_861390096
13080,MORRISONS,2020907530639
13081,ICELAND,ADD14498/521
13082,SPAR,RC 47899
13083,COOP,TI01115685
13084,MORRISONS,20221840379501
13085,COOP,VI00025760
13086,TESCO,1002100626837
13087,AMAZON,2083681889VCBSIN
13088,ASDA,7000176982
13089,TESCO,2100943925
13090,SAINSBURYS,RP5432/U0200/004
13091,ASDA,7000002608
13092,SAINSBURYS,SIN-45599
13093,MORRISONS,20211168877359
13094,MORRISONS,20211086556767
13095,TESCO,2100720743
13096,MANDS,1800686167
13097,MORRISONS,2020882120909
13098,MORRISONS,20211318423477
13099,COOP,TI01033711
13100,COOP,TI01166402
13101,COOP,TI01191216
13102,MORRISONS,20232167121649
13103,BESTWAY,845037
13104,COOP,TI01003595
13105,COOP,TI01041092
13106,COOP,TI01159317
13107,WAITROSE,4700200677
13108,MORRISONS,20232251163739
13109,TESCO,1002100544040
13110,SAINSBURYS,PD10785915
13111,MORRISONS,20211199160119
13112,BESTWAY,936315
13113,COSTCO,DF411982-1
13114,TESCO,1002100631365
13115,AMAZON,5800567556
13116,SAINSBURYS,RP1552/U0200/001
13117,TESCO,2100865396
13118,ASDA,7000164405
13119,BOOKER,90699274
13120,COOP,TI00996540
13121,TESCO,2100875480
13122,TESCO,2100903450
13123,ICELAND,20039/2324
13124,ASDA,7000024486
13125,TESCO,2100416641
13126,AMAZON,5800495738
13127,COOP,TI00999177
13128,COOP,TI00829394
13129,COSTCO,R118098086
13130,ICELAND,ADD17913/622
13131,BOOKER,90771726
13132,COOP,TI01145326
13133,TESCO,2100689093
13134,WAITROSE,4700195748
13135,MORRISONS,20232261540229
13136,MORRISONS,20211190531228
13137,COOP,TI00901623
13138,ICELAND,ADD15105/2721
13139,COOP,TI00946346
13140,WAITROSE,4700074213
13141,MORRISONS,20232151601114
13142,BESTWAY,1174572
13143,ICELAND,21100/2624
13144,TESCO,2100641246
13145,SAINSBURYS,RP4356/U0200/004
13146,ICELAND,506/2321
13147,ICELAND,683/3221
13148,WAITROSE,4700201766
13149,SAINSBURYS,RP3282/U0200/002
13150,MORRISONS,3588091 DEDUCT
13151,ASDA,7000082181
13152,COOP,TI01062339
13153,BOOKER,90774931
13154,COOP,TI01108585
13155,ASDA,7000068714
13156,ASDA,7000040879
13157,TESCO,EL122437
13158,SAINSBURYS,RP2732/U0200/001
13159,COOP,TI01085093
13160,COOP,TI01240106
13161,SAINSBURYS,RP5080/U0200/003
13162,SAINSBURYS,RP8034/U0200/002
13163,WAITROSE,70171353325
13164,COOP,TI01109061
13165,COOP,TI01086232
13166,BOOKER,90801154
13167,COOP,TI01256890
13168,MORRISONS,2019847525653
13169,COOP,TI01209724
13170,COOP,TI01295778
13171,MORRISONS,20211263643306
13172,COOP,TI00908470
13173,COOP,TI01071296
13174,COOP,TI01169618
13175,COOP,TC00107824
13176,MORRISONS,20232315365676
13177,SAINSBURYS,RP6790/U0200/001
13178,SAINSBURYS,RP2563/U0200/002
13179,COOP,TI00871453
13180,ICELAND,ADD14735/1421
13181,UNITAS,UNSI0011471
13182,ICELAND,165/3823
13183,COOP,TI01264166
13184,ASDA,7000161016
13185,SAINSBURYS,RP464/U0200/003
13186,SAINSBURYS,PD10787949
13187,COOP,TI00884028
13188,BOOKER,90768502
13189,NISA,T308683
13190,UNITAS,UNSI0025755
13191,ASDA,7000090808
13192,ASDA,7000170794
13193,SAINSBURYS,RP4320/U0200/001
13194,UNITAS,UNSI0016124
13195,BOOKER,90748021
13196,MORRISONS,20232013019504
13197,SAINSBURYS,RP6381/U0200/003
13198,SAINSBURYS,RP1040/U0200/003
13199,NISA,T271470
13200,SAINSBURYS,RP8954/U0100/001
13201,TESCO,2100925976
13202,ASDA,7000162210
13203,NISA,T288520
13204,COOP,TI01041099
13205,SPAR,D79709
13206,SAINSBURYS,RP1929/U0200/004
13207,MANDS,158621042954
13208,TESCO,2100288109
13209,TESCO,2100475986
13210,MORRISONS,2020951595313
13211,COOP,TI00880537
13212,TESCO,2100682716
13213,TESCO,2100327354
13214,SAINSBURYS,FD365628 / 01
13215,SAINSBURYS,RP773/U0200/004
13216,MORRISONS,2019858948195
13217,COOP,TI01236011
13218,ASDA,7000074584
13219,ASDA,7000092507
13220,SAINSBURYS,RP4116/U0200/004
13221,UNITAS,UNSI0008320
13222,WAITROSE,70171348462
13223,AMAZON,5800425852
13224,MANDS,5101499683
13225,COOP,TI01126997
13226,BESTWAY,A01149572
13227,SAINSBURYS,RP8354/U0200/004
13228,ASDA,7000096314
13229,COOP,TI00956484
13230,COOP,TI00956472
13231,COOP,PCM094336
13232,COOP,TI00994409
13233,BESTWAY,1087787
13234,BESTWAY,856925 - UT
13235,SAINSBURYS,RP2564/U0200/003
13236,MORRISONS,20221948753198
13237,ASDA,7000092123
13238,SAINSBURYS,RP4661/U0200/004
13239,COOP,TI00845316
13240,COOP,TI01163200
13241,ASDA,7000080990
13242,NISA,T327025
13243,ASDA,7000147482
13244,ICELAND,ADD13318/4020
13245,COOP,TI00936664
13246,COOP,TI01003598
13247,WAITROSE,4700031929
13248,COOP,TI01105586
13249,COOP,TI01136843
13250,COOP,TI01133609
13251,COOP,TI01195973
13252,SAINSBURYS,RP7186/U0200/003
13253,MORRISONS,2020020_871057884
13254,MORRISONS,20211233221163
13255,SPAR,76634
13256,COOP,TI01035119
13257,MORRISONS,20232251165117
13258,MORRISONS,20232199989863
13259,BOOKER,90706633
13260,MANDS,1800598172
13261,COOP,TI01060727
13262,MORRISONS,20222019091191
13263,BOOKER,1431213012
13264,MANDS,5101947249
13265,AMAZON,2083447975VCBSIN
13266,MORRISONS,20232035609486
13267,MORRISONS,20232095318311
13268,SAINSBURYS,RP5168/U0200/003
13269,SAINSBURYS,RP3453/U0200/002
13270,SAINSBURYS,RP5843/U0200/004
13271,WAITROSE,4700113229
13272,NISA,T318436
13273,SAINSBURYS,RP9466/U0200/00
13274,TESCO,EL124482
13275,SAINSBURYS,RP5843/U0200/001
13276,MORRISONS,20211164418201
13277,COOP,TI00979710
13278,COOP,TI00971644
13279,NISA,T292049
13280,ICELAND,434/1122
13281,BESTWAY,1170790/1048630
13282,SAINSBURYS,RP3927/U0200/00
13283,BOOKER,90770243
13284,TESCO,2100584699
13285,SAINSBURYS,RP9153/U0200/004
13286,NISA,T266038
13287,COOP,TI00964719
13288,AMAZON,7502608745
13289,COOP,TI01011669
13290,COOP,TI01226325
13291,MORRISONS,20232110884892
13292,COOP,TI00926947
13293,MANDS,FB190025
13294,AMAZON,2085462100VCBSINV
13295,MORRISONS,2019712027412
13296,MORRISONS,20221586380533
13297,BOOKER,90697955
13298,COOP,TI00989835
13299,COOP,TI01023318
13300,NISA,T300916
13301,WAITROSE,4700089739
13302,MORRISONS,20232194198314
13303,SAINSBURYS,RP8793/U0200/002
13304,COOP,TI01036270
13305,MORRISONS,20232061431112
13306,TESCO,2100823295
13307,MORRISONS,20211373985865
13308,MORRISONS,20221620159527
13309,COOP,TI00944785
13310,SAINSBURYS,RP4288/U0200/004
13311,MORRISONS,20232219704506
13312,TESCO,2100619313
13313,COOP,TI01217007
13314,WAITROSE,4700260246
13315,TESCO,2100272656
13316,MORRISONS,20211177070122
13317,MORRISONS,20211461822765
13318,SPAR,72676
13319,ICELAND,7/4222
13320,ICELAND,626/2323
13321,MORRISONS,20222019091866
13322,NISA,1PRINV/00001543
13323,TESCO,2100421972
13324,SAINSBURYS,RP1498/U0200/002
13325,SAINSBURYS,RP6557/U0200/002
13326,MORRISONS,20200853399323
13327,MORRISONS,2020889151245
13328,MORRISONS,20211505125093
13329,BOOKER,90719010
13330,AMAZON,2084135109VCBSINV
13331,COOP,TI01134417
13332,COOP,TI01196732
13333,BESTWAY,A01148612
13334,TESCO,2100356050
13335,SAINSBURYS,RP101/U0200/003
13336,MORRISONS,20211215553011
13337,ASDA,5300871477
13338,MORRISONS,20222065826502
13339,COOP,TI01285060
13340,SAINSBURYS,RP6243/U0200/004
13341,MORRISONS,20221505123709
13342,COOP,TI01017551
13343,SPAR,PPCM0253652
13344,ASDA,7000027841
13345,TESCO,2100205528
13346,TESCO,2100402081
13347,SAINSBURYS,RP9567/U0200/002
13348,MORRISONS,2020984576542
13349,ICELAND,965/3821
13350,COOP,TI00986676
13351,WAITROSE,4700068896
13352,ICELAND,ADD19646/27
13353,MORRISONS,20232156889421
13354,SAINSBURYS,PD30848141
13355,BOOKER,62839
13356,TESCO,2100506953
13357,SAINSBURYS,RP2608
13358,COOP,TI00842443
13359,NISA,2258001O
13360,COOP,TI01028888
13361,MORRISONS,20221824183018
13362,SAINSBURYS,RP2807/U0200/002
13363,SPAR,0000082212
13364,SAINSBURYS,RP8725/U0200/001
13365,SAINSBURYS,RP348/U0200/001
13366,COOP,TI00936042
13367,WAITROSE,70171372201
13368,COOP,TI01055772
13369,MANDS,5102350320
13370,NISA,T317362
13371,COOP,TI01209722
13372,SAINSBURYS,RP3347/U0200/002
13373,SAINSBURYS,RP2287/U0200/002
13374,SAINSBURYS,PXS000563
13375,COOP,TI00903282
13376,COOP,TI00922604
13377,COOP,TI01016025
13378,MANDS,5100755299
13379,COOP,TI01027311
13380,ASDA,7000136263
13381,MORRISONS,20232156889625
13382,SAINSBURYS,RP6301/U0200/004
13383,AMAZON,2084060192VCBSIN
13384,MANDS,5100012821
13385,COOP,TI01271279
13386,MANDS,1586200321B0BD8
13387,COOP,TI01004642
13388,BESTWAY,856937 - UT
13389,ASDA,7000142670
13390,SAINSBURYS,RP8008/U0200/003
13391,COOP,TI00909799
13392,MANDS,5101435889
13393,BESTWAY,1058762
13394,MANDS,1800681472
13395,COOP,TI01143049
13396,SAINSBURYS,RP6845/U0200/002
13397,TESCO,2100377184
13398,MORRISONS,4501050671(PO)
13399,COOP,TI00838062
13400,AMAZON,5800452873
13401,ICELAND,506/1621
13402,WAITROSE,70171337974
13403,COOP,TI00926456
13404,SAINSBURYS,RP476/U0200/003
13405,ICELAND,626/2523
13406,AMAZON,2121707234
13407,COOP,TI00914027
13408,BOOKER,90744639
13409,WAITROSE,4700242860
13410,TESCO,2100535045
13411,MORRISONS,2019841348145
13412,ASDA,7000063102
13413,TESCO,1002100641239
13414,ICELAND,ADD14245/321
13415,ASDA,7000089400
13416,SAINSBURYS,RP3068/U0200/004
13417,BESTWAY,913312
13418,COOP,TI00837631
13419,COOP,TI00851017
13420,AMAZON,5800358484
13421,COOP,TI01010339
13422,AMAZON,2121573265
13423,COOP,TI01133602
13424,TESCO,1002100696795
13425,SAINSBURYS,RP8767/U0200/001
13426,TESCO,2100645727
13427,COOP,TI00876820
13428,COOP,TI00948105
13429,WAITROSE,4700022237
13430,SAINSBURYS,RP3314/U0200/001
13431,SAINSBURYS,RP6360/U0200/004
13432,SAINSBURYS,RP9283/U0200/002
13433,COOP,TI00903559
13434,NISA,T309240
13435,COOP,TC00104107
13436,ASDA,7000027330
13437,TESCO,2100479049
13438,MORRISONS,2020859963107
13439,COOP,TI00989832
13440,ICELAND,ADD16526/3122
13441,TESCO,2100712928
13442,MORRISONS,20221975203663
13443,WAITROSE,4700225353
13444,ASDA,7000012538
13445,UNITAS,UNSI0006693
13446,COOP,TI01060047
13447,COOP,TI01082017
13448,COOP,TI01122078
13449,ASDA,7000132361
13450,ASDA,7000066644
13451,MORRISONS,20204501084703
13452,MORRISONS,20211190532659
13453,ICELAND,321/2722
13454,COOP,VI00018965
13455,NISA,T304532
13456,COOP,TI01169614
13457,TESCO,2100725254
13458,WAITROSE,4700233487
13459,WAITROSE,4700248903
13460,BOOKER,90722937
13461,MORRISONS,20222002099833
13462,TESCO,2100413113
13463,TESCO,2100455719
13464,MORRISONS,20211210772763
13465,BESTWAY,618365 UT
13466,SAINSBURYS,RP8581/U0200/002
13467,SAINSBURYS,RP7771/U0200/002
13468,MORRISONS,20211383740140
13469,COOP,TI01031589
13470,AMAZON,TJRL98KBN-7
13471,MORRISONS,20221990650388
13472,COOP,TI01263072
13473,COOP,TI00845292
13474,TESCO,2100396765
13475,TESCO,2100279890
13476,SAINSBURYS,RP5004/U0200/003
13477,BESTWAY,966657
13478,COOP,TI01187559
13479,SAINSBURYS,RP7730/U0200/002
13480,SAINSBURYS,RP1399/U0200/002
13481,ICELAND,ADD13795/4120
13482,ICELAND,1801850540
13483,COOP,TI00933901
13484,ICELAND,555/5221
13485,ICELAND,260/2622
13486,COOP,TI01292001
13487,SAINSBURYS,RP451/U0200/001
13488,MORRISONS,20211190529832
13489,COOP,TI00849522
13490,COOP,PCM084084
13491,WAITROSE,4700124493
13492,SAINSBURYS,RP5163/U0200/004
13493,WAITROSE,70171246196
13494,BOOKER,90742160
13495,ASDA,7000126521
13496,ICELAND,910/0224
13497,MORRISONS,2020870253314
13498,MORRISONS,20201007123393
13499,MORRISONS,20221664094739
13500,COOP,TI00825574
13501,NISA,000403288
13502,MORRISONS,20221921576858
13503,COOP,TI01184645
13504,BOOKER,90723411
13505,COOP,TI01155976
13506,COOP,TI01252584
13507,MORRISONS,20232199989903
13508,NISA,T270519
13509,UNITAS,UNSI0019368
13510,COOP,TI01141037
13511,BESTWAY,1119851
13512,MORRISONS,20221909289691
13513,BOOKER,90805099
13514,BESTWAY,1179077
13515,ASDA,7000045332
13516,ASDA,7000044743
13517,SAINSBURYS,SSLWHP000137
13518,MORRISONS,20201020499157
13519,MORRISONS,20211207541806
13520,COOP,TI00871428
13521,COOP,TI00975810
13522,WAITROSE,4700117665
13523,ONESTOP,INV-113544
13524,MORRISONS,20221758666449
13525,WAITROSE,4700214309
13526,ASDA,7000062076
13527,TESCO,1002100524166
13528,MORRISONS,20211392501092
13529,COOP,TI00959385
13530,ASDA,7000012476
13531,ASDA,7000124986
13532,SAINSBURYS,RP6349/U0200/002
13533,MORRISONS,20211199158902
13534,COOP,TI01060733
13535,COOP,TI01125097
13536,TESCO,2100767512
13537,COOP,TI01275382
13538,SAINSBURYS,FD363648 / 01
13539,MORRISONS,2020921227417
13540,COOP,VI00013648
13541,TESCO,2100765179
13542,COOP,TI01270282
13543,SAINSBURYS,RP6334/U0200/001
13544,ICELAND,433/1322
13545,COOP,TI01244737
13546,COOP,TI00953911
13547,ICELAND,ADD16010/4821
13548,BOOKER,90779569
13549,ASDA,7000180138
13550,ASDA,7000192492
13551,ASDA,7000100971
13552,SAINSBURYS,RP8170/U0200/002
13553,BOOKER,90763539
13554,COOP,TI01112631
13555,ICELAND,10 / 4922
13556,MORRISONS,20221840379397
13557,MANDS,1800693486
13558,ASDA,7000091306
13559,TESCO,1002100540073
13560,SAINSBURYS,RP5580/U0200/002
13561,MORRISONS,20211318421773
13562,MORRISONS,20221646883931
13563,UNITAS,UNSI0009415
13564,COOP,TI01027318
13565,COOP,TI01081318
13566,AMAZON,2121573256
13567,COOP,TI01287561
13568,ASDA,7000003028
13569,ASDA,7000023825
13570,WAITROSE,4700034546
13571,COOP,TI01095685
13572,AMAZON,2085173812VCBSINV
13573,MORRISONS,20232209008174
13574,COOP,TI01265755
13575,SAINSBURYS,RP6749/U0200/003
13576,COOP,TI01035118
13577,WAITROSE,4700182240
13578,BESTWAY,906597
13579,WAITROSE,70171355736
13580,COOP,TI01269353
13581,MORRISONS,20211299724706
13582,COOP,TI01010342
13583,MORRISONS,20232286747329
13584,BESTWAY,1192695
13585,ASDA,7000101276
13586,BESTWAY,908755
13587,ICELAND,ADD14737/1821
13588,ASDA,7000060223
13589,ASDA,7000034812
13590,MORRISONS,20211182260036
13591,BESTWAY,1058602
13592,ASDA,7000184033
13593,BOOKER,90817157
13594,TESCO,2100430060
13595,MORRISONS,20221631041742
13596,AMAZON,5800358043
13597,MCCOLLS,1256004O
13598,BESTWAY,964082
13599,NISA,T316578
13600,TESCO,2100782976
13601,MORRISONS,20232230669339
13602,ASDA,7000121961
13603,ASDA,7000129507 CT
13604,MORRISONS,20221509803024
13605,BOOKER,90681315
13606,BESTWAY,965818
13607,BOOKER,90781444
13608,MORRISONS,20221824183942
13609,ASDA,7000007955
13610,MORRISONS,20211210773128
13611,MORRISONS,20211258024645
13612,MORRISONS,20221509804231
13613,COOP,TI00903260
13614,COOP,TI01097268
13615,ASDA,7000088325
13616,SPAR,SL/C9972
13617,SAINSBURYS,RP3427/U0200/004
13618,MORRISONS,2020966473918
13619,COOP,TI00938547
13620,COOP,TI00969594
13621,BESTWAY,1044974
13622,COOP,TI01004657
13623,BOOKER,90764145
13624,ASDA,7000129463
13625,SAINSBURYS,RP2073/U0200/001
13626,SAINSBURYS,RP2316/U0200/004
13627,COOP,TI00897362
13628,COOP,TI01159303
13629,BOOKER,90819848
13630,MORRISONS,20221490937656
13631,WAITROSE,70171264410
13632,NISA,T273565
13633,WAITROSE,70171336012
13634,NISA,UNSI0005132
13635,MORRISONS,2023TVI522428
13636,COOP,TI01031103
13637,WAITROSE,4700126420
13638,AMAZON,5800819526
13639,MORRISONS,20222035610428
13640,MORRISONS,20232272705987
13641,MORRISONS,20232209006895
13642,MORRISONS,20232373908232
13643,SAINSBURYS,RP2228/U0200/002
13644,COOP,TI00838069
13645,B & M STORES,DNO12342
13646,COOP,TI00885912
13647,COOP,SLIN/00045323
13648,ICELAND,139/5220
13649,ICELAND,434/0422
13650,BESTWAY,1103171
13651,MORRISONS,2020862583956
13652,COOP,TI01191227
13653,TESCO,2100856473
13654,MORRISONS,2020939121635
13655,COOP,TI00920101
13656,MORRISONS,20221802926452
13657,ICELAND,1802087620
13658,COOP,TI01286269
13659,TESCO,2100409363
13660,SAINSBURYS,RP4029/U0200/003
13661,COOP,TI01089023
13662,TESCO,2100396764
13663,TESCO,2100454320
13664,MORRISONS,2021BULK TI
13665,COOP,TI00884039
13666,WAITROSE,70171320667
13667,SPAR,SL/C8643
13668,MANDS,5103184345
13669,SAINSBURYS,RP9811/U0200/000
13670,SAINSBURYS,RP5558/U0200/001
13671,SAINSBURYS,RP8456/U0200/001
13672,COOP,TI01081343
13673,BESTWAY,1118385
13674,MORRISONS,20221847040086
13675,WAITROSE,4700252040
13676,TESCO,2100347034
13677,TESCO,1002100493133
13678,BESTWAY,1108300
13679,TESCO,2100737925
13680,UNITAS,UNSC0012505
13681,ASDA,7000092489
13682,ASDA,7000062072
13683,TESCO,1002100214613
13684,MORRISONS,2020850086129
13685,MORRISONS,20211149503988
13686,COOP,TI00957604
13687,COOP,TI01100227
13688,MORRISONS,20232272706007
13689,SAINSBURYS,RP5028/U0200/002
13690,SAINSBURYS,RP8842/U0200/004
13691,MORRISONS,2020931866769
13692,NISA,T307771
13693,SAINSBURYS,RP4863/U0200/003
13694,SAINSBURYS,RP2266/U0200/001
13695,ASDA,7000107583
13696,MORRISONS,20211383740142
13697,COOP,TI00849499
13698,MANDS,1800619240
13699,COOP,TI00845290
13700,NISA,14921
13701,COOP,TI00946332
13702,COOP,TI00975809
13703,COOP,TI01032083
13704,WAITROSE,4700126414
13705,SAINSBURYS,RP6246/U0200/003
13706,MORRISONS,2020915646871
13707,MORRISONS,20211138670032
13708,WAITROSE,4700075326
13709,NISA,T318424
13710,TESCO,2100802767
13711,COOP,TI01216121
13712,MORRISONS,20232151603016
13713,ASDA,7000173991
13714,SAINSBURYS,RP3400/U0200/003
13715,MANDS,5101758634
13716,TESCO,2100764162
13717,MORRISONS,20211345878695
13718,MORRISONS,20211340940870
13719,MORRISONS,20211345878556
13720,BOOKER,90717151
13721,WAITROSE,70171346922
13722,BOOKER,90786144
13723,ASDA,7000011403
13724,SAINSBURYS,RP4977/U0200/001
13725,MORRISONS,20211060857325
13726,ONESTOP,INV-104826
13727,BOOKER,90720450
13728,COOP,TI00995363
13729,MANDS,1800660008
13730,NISA,T313994
13731,AMAZON,5800917955
13732,TESCO,2100410662
13733,MORRISONS,2020951593315
13734,BOOKER,90691177
13735,WAITROSE,70171273658
13736,MANDS,1800602397
13737,COOP,TI01082010
13738,ICELAND,ADD17711/523
13739,MORRISONS,20221792228655
13740,MORRISONS,20232251163763
13741,NISA,T287519
13742,BESTWAY,1054616
13743,SPAR,D79157
13744,COOP,TI01179433
13745,TESCO,2100700247
13746,MORRISONS,20201001260955
13747,COOP,TI01082014
13748,COOP,TI01010344
13749,COOP,TI01052119
13750,SAINSBURYS,RP4690/U0200/002
13751,TESCO,2100515917
13752,MORRISONS,20211086556621
13753,COOP,TI00846732
13754,COOP,TI01032074
13755,COOP,TI01188652
13756,MORRISONS,20201020498645
13757,BESTWAY,963253
13758,WAITROSE,70171384132
13759,COOP,TI01173809
13760,MORRISONS,20211408413269
13761,COOP,TI00875340
13762,COOP,TI00855782
13763,ONESTOP,104534
13764,COOP,TI00967757
13765,ASDA,MCV ASDA 22/01
13766,ASDA,700023539
13767,MCCOLLS,1231008L
13768,COOP,TI01029658
13769,ICELAND,151/1423
13770,MORRISONS,20222024520808
13771,COOP,TI01263069
13772,MORRISONS,2020915645657
13773,COOP,TI00878028
13774,COOP,TI00985058
13775,COOP,TI01097259
13776,WAITROSE,4700112252
13777,COOP,TI01202638
13778,COOP,TI01025016
13779,BOOKER,90762738
13780,COOP,TI01011684
13781,COOP,TI01065904
13782,COOP,TC00115706
13783,TESCO,2100867064
13784,WAITROSE,4700267560
13785,SAINSBURYS,RP10/U0200/004
13786,MORRISONS,20232219705240
13787,TESCO,2100893701
13788,ASDA,7000141704
13789,MORRISONS,2020882120493
13790,MORRISONS,20211233221200
13791,COOP,TC00090553
13792,LIDL,23475
13793,AMAZON,2084434027VCBSIN
13794,COOP,TI01158285
13795,COOP,TI01194131
13796,AMAZON,2121677883
13797,ASDA,7000038067
13798,BOOKER,90789833
13799,SAINSBURYS,RP6745/U0200/000
13800,MORRISONS,20192019828941600
13801,MORRISONS,20221519064114
13802,AMAZON,5800583315
13803,MORRISONS,20221881658558
13804,MORRISONS,20211190530221
13805,COOP,PCM094852
13806,TESCO,2100304044
13807,SAINSBURYS,RP1037/U0200/003
13808,COSTCO,381520
13809,MORRISONS,20222061431923
13810,MORRISONS,20232074766932
13811,COOP,TI00834590
13812,COOP,TI00969596
13813,BOOKER,90753878
13814,BOOKER,1801978688
13815,WAITROSE,4700148564
13816,COOP,TI01226317
13817,ASDA,7000186594
13818,TESCO,2100307388
13819,TESCO,2100515920
13820,MANDS,5102102833
13821,BESTWAY,1069968
13822,SAINSBURYS,FD357018/01
13823,MORRISONS,2019808647155
13824,MORRISONS,2020940464098
13825,COOP,TI00842455
13826,COOP,TI01046900
13827,SAINSBURYS,FD368486 / 01
13828,MORRISONS,20211164417923
13829,WAITROSE,70171257515
13830,ICELAND,ADD15076/2621
13831,ASDA,7000082759
13832,SAINSBURYS,RP7869/U0200/002
13833,COOP,TI00848559
13834,ICELAND,433/0822
13835,WAITROSE,4700063820
13836,COOP,TI01218826
13837,COOP,TI01230457
13838,TESCO,2100910764
13839,ICELAND,ADD21280/2324
13840,AMAZON,2121293715
13841,ICELAND,151/0221
13842,BESTWAY,940053
13843,BOOKER,90779565
13844,COOP,TI01013551
13845,BOOKER,90780223
13846,TESCO,2100749925
13847,MORRISONS,20222002101407
13848,MORRISONS,20211445830813
13849,ICELAND,ADD13648/3920
13850,UNITAS,UNSI0005368
13851,COOP,TI01027297
13852,ICELAND,610/0423
13853,TESCO,2100454860
13854,SAINSBURYS,RP1972/U0200/001
13855,MORRISONS,20201007121793
13856,MORRISONS,20221631040711
13857,COOP,TI00952367
13858,WAITROSE,70171405829
